Time(s),altitude(m),velocity(m/s)
3587.985,178.0,0.0
3588.984,178.0,0.0
3589.983,178.0,0.0
3590.981,178.0,-0.5006257822277984
3592.9785,177.0,0.0
3593.977,177.0,0.0
3594.976,177.0,0.0
3595.9745,177.0,0.0
3596.9725,177.0,0.0
3597.9705,177.0,0.0
3598.9695,177.0,0.0
3599.972,177.0,0.0
3600.9675,177.0,0.0
3601.966,177.0,-1.0015022533799205
3602.9645,176.0,1.0015022533799205
3603.963,177.0,-0.5007511266900743
3605.96,176.0,0.0
3607.957,176.0,0.0
3608.9555,176.0,0.0
3609.954,176.0,0.0
3610.953,176.0,1.0015022533799205
3611.9515,177.0,0.0
3612.95,177.0,0.0
3613.9485,177.0,0.0
3614.947,177.0,0.0
3615.9455,177.0,0.0
3616.944,177.0,0.0
3617.9425,177.0,0.0
3618.942,177.0,0.0
3619.9395,177.0,0.0
3620.938,177.0,0.0
3621.936,177.0,0.0
3622.934,177.0,0.0
3623.9335,177.0,0.0
3624.932,177.0,0.0
3625.9315,177.0,0.0
3626.9305,177.0,0.0
3627.9285,177.0,0.0
3628.9275,177.0,0.0
3629.926,177.0,0.0
3631.9225,177.0,0.0
3632.9215,177.0,0.0
3633.9195,177.0,0.0
3634.918,177.0,0.0
3635.9165,177.0,0.0
3636.9145,177.0,0.0
3637.9135,177.0,-1.0020040080159847
3638.9115,176.0,0.0
3639.9105,176.0,0.0
3642.905,176.0,0.0
3643.9045,176.0,0.0
3644.9035,176.0,0.0
3645.9,176.0,0.0
3646.899,176.0,0.0
3647.897,176.0,-1.0010010010007495
3648.896,175.0,0.0
3650.8945,175.0,0.0
3651.893,175.0,0.0
3652.891,175.0,0.0
3654.889,175.0,1.0015022533803766
3655.8875,176.0,0.0
3656.886,176.0,0.0
3657.885,176.0,0.0
3658.884,176.0,0.0
3659.8835,176.0,0.0
3660.881,176.0,0.0
3661.8795,176.0,0.0
3662.879,176.0,0.0
3663.877,176.0,0.0
3664.876,176.0,1.0015022533803766
3665.8745,177.0,0.0
3666.8735,177.0,0.0
3667.872,177.0,0.0
3670.8665,177.0,0.0
3671.866,177.0,0.0
3672.8645,177.0,0.0
3674.863,177.0,0.0
3675.861,177.0,0.0
3676.8605,177.0,0.0
3677.859,177.0,0.0
3679.8565,177.0,0.0
3680.855,177.0,0.0
3681.8535,177.0,0.0
3682.852,177.0,0.0
3683.8505,177.0,0.0
3684.849,177.0,0.0
3685.848,177.0,0.0
3686.847,177.0,1.0015022533803766
3687.8455,178.0,0.0
3689.843,178.0,0.0
3690.8415,178.0,0.0
3691.8405,178.0,0.0
3692.839,178.0,0.0
3693.8375,178.0,0.0
3694.8355,178.0,0.0
3695.8345,178.0,0.0
3696.8335,178.0,0.5002501250625823
3698.8325,179.0,0.0
3701.829,179.0,0.0
3702.8275,179.0,0.0
3703.8265,179.0,0.0
3704.826,179.0,0.0
3706.823,179.0,0.0
3707.8215,179.0,0.0
3708.82,179.0,0.0
3709.8195,179.0,0.0
3710.818,179.0,1.0010010010012051
3711.817,180.0,0.0
3712.8155,180.0,0.0
3713.8145,180.0,0.0
3714.813,180.0,0.0
3715.812,180.0,-1.0015022533799205
3716.8105,179.0,0.0
3718.8075,179.0,0.0
3719.8075,179.0,0.0
3720.805,179.0,0.0
3721.8035,179.0,0.0
3722.8025,179.0,-1.0
3723.8025,178.0,0.0
3724.801,178.0,0.0
3725.7995,178.0,0.0
3726.798,178.0,-0.5005005005004887
3728.796,177.0,0.0
3729.795,177.0,0.0
3731.793,177.0,0.0
3732.7915,177.0,-0.5006257822276844
3734.789,176.0,0.0
3735.7885,176.0,0.0
3736.7875,176.0,0.0
3738.7845,176.0,0.0
3739.783,176.0,0.0
3740.783,176.0,0.0
3741.781,176.0,0.0
3743.7775,176.0,0.0
3744.776,176.0,0.0
3745.7745,176.0,0.0
3746.7735,176.0,0.0
3747.7725,176.0,0.0
3748.7715,176.0,0.0
3749.77,176.0,0.0
3750.7685,176.0,0.0
3751.7675,176.0,0.0
3752.766,176.0,0.0
3753.765,176.0,0.0
3754.764,176.0,0.0
3755.7625,176.0,0.0
3756.761,176.0,0.0
3757.7595,176.0,0.0
3758.758,176.0,0.0
3760.756,176.0,0.5005005005004887
3762.754,177.0,0.0
3763.7515,177.0,0.0
3764.7515,177.0,0.0
3765.7495,177.0,0.0
3766.7485,177.0,0.0
3767.7465,177.0,0.0
3769.744,177.0,0.0
3770.743,177.0,0.0
3772.741,177.0,0.0
3773.7395,177.0,1.0015022533803766
3774.738,178.0,0.0
3775.737,178.0,0.0
3776.7355,178.0,0.0
3777.734,178.0,0.0
3778.7325,178.0,0.0
3780.73,178.0,0.0
3781.7285,178.0,0.0
3782.727,178.0,1.0010010010007495
3783.726,179.0,0.0
3784.7245,179.0,0.0
3785.7235,179.0,0.0
3786.7225,179.0,0.0
3787.7205,179.0,0.0
3788.7195,179.0,0.0
3789.7185,179.0,0.0
3790.717,179.0,0.0
3791.7155,179.0,0.0
3792.713,179.0,0.0
3793.7125,179.0,0.0
3794.7115,179.0,-1.0020040080159847
3795.7095,178.0,0.0
3796.709,178.0,0.0
3797.7075,178.0,0.0
3799.7045,178.0,0.0
3800.7035,178.0,0.0
3801.7025,178.0,0.0
3803.699,178.0,0.0
3806.6955,178.0,0.0
3807.694,178.0,0.0
3808.6925,178.0,0.0
3809.6915,178.0,0.0
3810.69,178.0,0.0
3812.6875,178.0,0.0
3813.685,178.0,1.0010010010007495
3814.684,179.0,0.0
3815.683,179.0,0.0
3817.6805,179.0,0.0
3818.678,179.0,0.0
3819.677,179.0,0.0
3820.6765,179.0,0.0
3821.675,179.0,0.0
3822.6735,179.0,0.0
3823.6715,179.0,-1.0
3824.6715,178.0,0.0
3825.6695,178.0,0.0
3826.668,178.0,1.0015022533803766
3827.6665,179.0,0.0
3828.6655,179.0,0.0
3829.664,179.0,-0.33377837116158887
3832.66,178.0,0.0
3833.6585,178.0,0.0
3834.657,178.0,0.0
3835.656,178.0,0.0
3836.654,178.0,0.0
3837.653,178.0,0.0
3839.651,178.0,-0.5011275369581577
3841.6465,177.0,0.0
3842.6455,177.0,0.0
3843.643,177.0,0.0
3844.642,177.0,0.0
3846.64,177.0,0.0
3847.639,177.0,0.0
3848.6375,177.0,0.0
3850.635,177.0,0.0
3851.634,177.0,0.0
3852.6325,177.0,0.0
3853.6305,177.0,0.0
3854.6295,177.0,0.0
3855.6275,177.0,0.0
3856.626,177.0,0.0
3857.625,177.0,0.0
3858.623,177.0,0.0
3859.622,177.0,0.0
3860.62,177.0,0.0
3861.619,177.0,0.0
3862.6175,177.0,0.0
3863.616,177.0,0.0
3864.615,177.0,0.0
3865.6125,177.0,0.0
3866.611,177.0,0.0
3867.609,177.0,0.0
3868.607,177.0,0.0
3869.607,177.0,0.0
3872.603,177.0,0.0
3873.6015,177.0,0.0
3874.6005,177.0,0.0
3875.599,177.0,0.0
3876.598,177.0,0.0
3877.5965,177.0,0.0
3878.595,177.0,0.0
3879.5935,177.0,0.0
3880.592,177.0,0.0
3881.591,177.0,-1.0020040080159847
3882.589,176.0,0.0
3883.588,176.0,0.0
3884.5865,176.0,0.0
3885.585,176.0,0.0
3886.5835,176.0,0.0
3887.5825,176.0,0.0
3888.5805,176.0,1.0005002501251645
3889.58,177.0,0.0
3890.5775,177.0,0.0
3891.5755,177.0,0.0
3892.5745,177.0,0.0
3893.573,177.0,0.0
3894.5725,177.0,0.0
3895.5695,177.0,0.0
3896.5695,177.0,0.0
3897.568,177.0,0.0
3898.566,177.0,0.0
3899.566,177.0,1.0025062656637582
3900.5635,178.0,0.0
3901.562,178.0,0.0
3902.561,178.0,0.0
3903.5595,178.0,0.0
3904.558,178.0,0.0
3905.5565,178.0,0.0
3907.5535,178.0,0.0
3908.552,178.0,0.0
3909.5505,178.0,0.0
3911.548,178.0,0.0
3912.5465,178.0,0.0
3913.5455,178.0,0.0
3914.5435,178.0,0.0
3915.5415,178.0,0.0
3916.54,178.0,0.0
3917.539,178.0,0.0
3918.5375,178.0,0.0
3919.5375,178.0,0.0
3920.536,178.0,0.0
3921.5345,178.0,0.0
3922.533,178.0,0.0
3923.532,178.0,0.0
3925.529,178.0,0.0
3926.528,178.0,0.0
3927.5265,178.0,0.0
3928.525,178.0,0.0
3929.525,178.0,1.0025062656642152
3930.5225,179.0,0.0
3931.521,179.0,0.0
3932.52,179.0,0.0
3933.5185,179.0,0.0
3934.5175,179.0,0.0
3936.514,179.0,0.0
3937.5125,179.0,1.0005002501247093
3938.512,180.0,0.0
3939.5085,180.0,0.0
3940.507,180.0,0.0
3941.5065,180.0,0.5006257822277984
3943.504,181.0,0.0
3944.5035,181.0,0.0
3945.502,181.0,0.0
3946.499,181.0,0.0
3947.499,181.0,0.0
3948.497,181.0,0.0
3949.4955,181.0,0.0
3950.4945,181.0,0.0
3951.493,181.0,0.0
3952.4925,181.0,0.0
3953.491,181.0,0.0
3954.4895,181.0,0.0
3955.487,181.0,0.0
3956.486,181.0,0.0
3957.485,181.0,0.0
3958.4835,181.0,0.0
3959.4825,181.0,0.0
3961.4795,181.0,0.0
3962.479,181.0,0.0
3963.476,181.0,-1.0020040080159847
3964.474,180.0,0.0
3965.4725,180.0,0.0
3966.471,180.0,0.0
3968.4695,180.0,-1.0015022533803766
3969.468,179.0,0.0
3970.467,179.0,0.0
3972.465,179.0,0.0
3973.463,179.0,0.0
3974.462,179.0,0.0
3975.4605,179.0,0.0
3976.459,179.0,-1.0010010010007495
3977.458,178.0,0.0
3979.455,178.0,0.0
3980.454,178.0,0.0
3981.4525,178.0,0.0
3983.4505,178.0,0.0
3984.449,178.0,0.0
3985.447,178.0,0.0
3987.444,178.0,0.0
3988.442,178.0,0.0
3989.4415,178.0,0.0
3990.4395,178.0,0.0
3992.4375,178.0,0.0
3993.436,178.0,0.0
3994.436,178.0,0.0
3995.4335,178.0,0.0
3997.431,178.0,0.0
3998.429,178.0,0.0
4000.427,178.0,0.0
4001.4255,178.0,0.0
4002.424,178.0,0.0
4003.4235,178.0,0.0
4004.4215,178.0,-1.0010010010007495
4005.4205,177.0,0.0
4006.418,177.0,0.0
4008.4155,177.0,0.0
4009.4135,177.0,0.0
4010.4135,177.0,0.0
4011.411,177.0,-1.0015022533799205
4012.4095,176.0,0.0
4014.406,176.0,0.0
4015.4045,176.0,0.0
4016.4035,176.0,0.0
4018.4015,176.0,0.0
4019.4,176.0,1.0015022533803766
4020.3985,177.0,0.0
4021.396,177.0,0.0
4022.3955,177.0,0.0
4023.3945,177.0,0.0
4024.392,177.0,0.0
4025.3905,177.0,0.0
4026.389,177.0,0.0
4027.388,177.0,0.0
4028.387,177.0,0.0
4030.384,177.0,0.0
4032.381,177.0,0.0
4033.38,177.0,0.0
4034.3785,177.0,0.0
4035.3765,177.0,0.0
4036.3755,177.0,0.0
4037.373,177.0,0.0
4038.371,177.0,1.0005002501251645
4039.3705,178.0,0.0
4040.3695,178.0,0.0
4041.368,178.0,0.0
4042.367,178.0,0.0
4044.3645,178.0,0.0
4045.363,178.0,0.0
4046.3615,178.0,0.0
4047.36,178.0,0.0
4049.357,178.0,0.0
4050.356,178.0,0.0
4051.3535,178.0,0.0
4053.352,178.0,0.0
4054.35,178.0,0.0
4055.349,178.0,0.0
4056.348,178.0,0.0
4057.346,178.0,0.0
4058.345,178.0,0.0
4059.3435,178.0,0.0
4060.3425,178.0,0.0
4061.3405,178.0,0.0
4062.3385,178.0,0.0
4064.3365,178.0,0.0
4065.3345,178.0,0.0
4067.332,178.0,0.0
4068.331,178.0,0.0
4069.3295,178.0,0.0
4070.3285,178.0,0.0
4071.3275,178.0,0.0
4072.3255,178.0,0.0
4073.3245,178.0,-1.0015022533803766
4074.323,177.0,0.0
4075.3215,177.0,0.0
4076.32,177.0,0.0
4077.318,177.0,0.0
4078.317,177.0,0.0
4079.316,177.0,0.0
4080.3135,177.0,0.0
4081.312,177.0,0.0
4084.3085,177.0,0.0
4085.307,177.0,0.0
4086.3045,177.0,0.5007511266900743
4088.3015,178.0,0.0
4089.3,178.0,0.0
4090.2995,178.0,0.0
4091.298,178.0,0.0
4092.297,178.0,0.0
4093.2955,178.0,0.0
4094.295,178.0,0.0
4095.293,178.0,0.0
4096.291,178.0,0.0
4097.29,178.0,0.0
4099.2875,178.0,0.0
4101.284,178.0,0.0
4102.2825,178.0,0.0
4103.281,178.0,0.0
4104.28,178.0,0.0
4105.2785,178.0,0.0
4106.277,178.0,0.0
4107.275,178.0,-1.0015022533794644
4108.2735,177.0,0.0
4109.273,177.0,0.0
4110.271,177.0,0.0
4111.2685,177.0,0.0
4112.2675,177.0,0.0
4113.266,177.0,0.0
4114.2645,177.0,0.0
4115.2635,177.0,0.0
4116.2625,177.0,-0.5008765339343358
4118.259,176.0,0.0
4119.258,176.0,0.0
4120.2565,176.0,0.0
4121.255,176.0,0.0
4122.2535,176.0,0.0
4123.252,176.0,0.5006257822279124
4125.2495,177.0,0.0
4126.2475,177.0,0.0
4127.2465,177.0,0.0
4128.245,177.0,0.0
4130.258,177.0,0.5047955577991508
4132.239,178.0,0.0
4133.2375,178.0,0.0
4135.234,178.0,0.0
4136.2325,178.0,0.0
4137.2315,178.0,0.0
4138.23,178.0,0.0
4139.2295,178.0,0.0
4140.228,178.0,0.0
4141.2265,178.0,0.0
4142.225,178.0,0.0
4143.2235,178.0,0.0
4144.222,178.0,0.0
4145.221,178.0,0.0
4146.219,178.0,0.0
4147.2175,178.0,0.0
4148.216,178.0,0.0
4149.2145,178.0,0.0
4150.213,178.0,0.0
4152.21,178.0,0.0
4153.2085,178.0,0.0
4154.2075,178.0,0.0
4155.2055,178.0,0.0
4156.204,178.0,0.0
4157.2025,178.0,0.0
4158.201,178.0,0.0
4159.1995,178.0,0.0
4160.1985,178.0,0.0
4161.196,178.0,0.0
4162.1945,178.0,0.0
4163.193,178.0,0.0
4164.193,178.0,0.0
4166.1895,178.0,0.0
4167.1885,178.0,0.0
4169.1855,178.0,0.0
4170.184,178.0,0.0
4171.183,178.0,0.0
4172.181,178.0,0.5007511266899602
4174.178,179.0,0.0
4175.1765,179.0,0.0
4177.1735,179.0,0.0
4178.172,179.0,0.0
4179.171,179.0,0.0
4180.169,179.0,0.0
4181.1675,179.0,0.0
4182.1655,179.0,0.0
4183.1645,179.0,0.0
4184.165,179.0,0.0
4186.159,179.0,0.0
4187.159,179.0,0.0
4188.159,179.0,0.0
4189.1575,179.0,0.0
4190.1555,179.0,0.0
4191.156,179.0,-0.5011275369581577
4193.1515,178.0,0.0
4194.149,178.0,0.0
4195.147,178.0,0.0
4196.146,178.0,0.0
4197.1445,178.0,0.0
4198.143,178.0,0.0
4199.1465,178.0,0.0
4200.14,178.0,0.0
4201.139,178.0,0.0
4202.137,178.0,0.0
4205.1325,178.0,1.0015022533794644
4206.131,179.0,0.0
4207.1305,179.0,0.0
4208.1275,179.0,0.0
4209.1265,179.0,0.0
4210.124,179.0,0.0
4211.1225,179.0,0.0
4212.121,179.0,0.0
4213.1205,179.0,0.0
4215.1175,179.0,0.0
4216.117,179.0,0.0
4217.1145,179.0,0.0
4219.111,179.0,0.0
4220.1095,179.0,0.0
4221.1075,179.0,0.0
4222.106,179.0,0.0
4223.1045,179.0,0.0
4224.1035,179.0,0.0
4225.1015,179.0,0.0
4226.1,179.0,0.0
4227.0985,179.0,0.0
4228.0965,179.0,0.0
4229.0955,179.0,0.0
4230.0945,179.0,0.0
4231.092,179.0,0.0
4232.0905,179.0,0.0
4233.0875,179.0,1.0015022533794644
4234.086,180.0,0.0
4235.084,180.0,0.0
4236.0825,180.0,0.0
4237.0815,180.0,0.0
4238.0825,180.0,0.0
4239.0785,180.0,0.0
4240.078,180.0,-1.0030090270818586
4241.075,179.0,0.0
4242.074,179.0,0.0
4243.072,179.0,0.0
4244.0715,179.0,0.0
4245.0685,179.0,0.0
4246.07,179.0,0.0
4247.0655,179.0,0.0
4249.0625,179.0,0.0
4250.0615,179.0,0.0
4252.0585,179.0,0.0
4253.056,179.0,0.0
4254.0545,179.0,0.0
4255.053,179.0,0.0
4256.0525,179.0,0.0
4257.05,179.0,0.0
4258.0475,179.0,0.0
4259.0465,179.0,0.0
4260.044,179.0,0.0
4261.044,179.0,0.0
4263.041,179.0,0.0
4264.0395,179.0,0.0
4265.0375,179.0,0.0
4266.036,179.0,0.0
4268.0325,179.0,0.0
4269.031,179.0,0.0
4270.029,179.0,0.0
4271.0275,179.0,0.0
4272.026,179.0,0.0
4273.0245,179.0,0.0
4274.024,179.0,0.0
4275.022,179.0,0.0
4276.0205,179.0,0.0
4277.0185,179.0,0.0
4279.016,179.0,1.0015022533794644
4280.0145,180.0,0.0
4281.0135,180.0,0.0
4282.0105,180.0,0.0
4283.009,180.0,0.0
4284.0075,180.0,0.0
4285.006,180.0,0.0
4286.0055,180.0,0.0
4288.0025,180.0,0.0
4289.001,180.0,0.0
4289.9995,180.0,-0.25040691123071895
4293.993,179.0,0.0
4294.9925,179.0,0.0
4296.9885,179.0,0.0
4298.9855,179.0,0.0
4299.9855,179.0,0.0
4300.9815,179.0,0.0
4301.9805,179.0,0.0
4302.9785,179.0,0.0
4303.977,179.0,0.0
4304.9755,179.0,0.0
4305.9735,179.0,0.0
4306.972,179.0,0.0
4307.97,179.0,0.0
4309.968,179.0,0.0
4311.964,179.0,0.0
4312.962,179.0,-1.0015022533803766
4313.9605,178.0,0.0
4314.959,178.0,0.0
4315.9575,178.0,0.0
4317.9545,178.0,0.0
4318.9545,178.0,0.0
4320.9495,178.0,-1.002004008015528
4321.9475,177.0,0.0
4322.946,177.0,0.0
4323.9445,177.0,0.0
4324.9425,177.0,0.0
4325.941,177.0,0.0
4326.9395,177.0,0.0
4328.936,177.0,0.0
4329.9345,177.0,0.0
4330.932,177.0,0.0
4331.9305,177.0,-0.5010020040082206
4333.9265,176.0,0.0
4334.9265,176.0,0.0
4335.9255,176.0,0.0
4336.924,176.0,0.0
4337.9225,176.0,0.0
4338.9205,176.0,0.0
4339.919,176.0,0.0
4340.9175,176.0,0.0
4341.9155,176.0,0.0
4342.9145,176.0,1.0015022533803766
4343.913,177.0,0.0
4344.911,177.0,0.0
4345.9095,177.0,0.0
4346.9075,177.0,0.0
4347.906,177.0,0.0
4349.903,177.0,0.0
4350.9015,177.0,1.002004008015528
4351.8995,178.0,0.0
4352.8985,178.0,0.0
4353.897,178.0,0.0
4354.895,178.0,0.0
4355.8925,178.0,0.0
4356.891,178.0,0.0
4357.89,178.0,1.0025062656646724
4358.8875,179.0,0.0
4360.886,179.0,0.0
4361.884,179.0,0.0
4362.8825,179.0,0.0
4363.8805,179.0,0.33383408446002416
4366.876,180.0,0.0
4367.8745,180.0,0.0
4368.872,180.0,0.0
4369.871,180.0,0.0
4370.8695,180.0,0.0
4371.8675,180.0,0.0
4372.866,180.0,0.0
4373.8645,180.0,0.0
4374.8625,180.0,0.0
4375.861,180.0,0.0
4376.8585,180.0,0.0
4378.857,180.0,0.0
4379.853,180.0,0.0
4380.8515,180.0,0.0
4382.848,180.0,0.0
4383.8475,180.0,0.0
4384.846,180.0,0.0
4385.844,180.0,0.0
4386.842,180.0,0.0
4387.8405,180.0,0.0
4388.839,180.0,0.0
4389.837,180.0,0.0
4390.8355,180.0,0.0
4391.834,180.0,0.0
4392.832,180.0,0.0
4393.8305,180.0,0.0
4394.8285,180.0,-1.0015022533794644
4395.827,179.0,0.0
4396.8255,179.0,0.0
4397.8235,179.0,0.0
4399.8205,179.0,0.0
4400.8185,179.0,0.0
4401.817,179.0,0.0
4402.8155,179.0,0.0
4403.8135,179.0,0.0
4404.811,179.0,-1.002004008015528
4405.809,178.0,0.0
4406.8075,178.0,0.0
4407.8065,178.0,0.0
4408.805,178.0,0.0
4409.804,178.0,0.0
4410.8015,178.0,0.0
4411.8,178.0,0.0
4413.797,178.0,0.0
4415.793,178.0,1.002004008015528
4416.791,179.0,0.0
4417.789,179.0,0.0
4418.7875,179.0,0.0
4419.786,179.0,0.0
4420.7835,179.0,0.0
4421.782,179.0,0.0
4422.7805,179.0,0.0
4423.7785,179.0,0.0
4424.7765,179.0,0.0
4425.7745,179.0,0.0
4426.773,179.0,0.0
4427.7715,179.0,0.0
4428.7695,179.0,0.0
4429.767,179.0,0.0
4431.7635,179.0,0.0
4432.763,179.0,0.0
4434.76,179.0,0.0
4435.758,179.0,-1.002004008015528
4436.756,178.0,1.0015022533803766
4437.7545,179.0,-1.0
4438.7545,178.0,0.0
4439.751,178.0,0.0
4440.7495,178.0,0.0
4441.748,178.0,0.0
4443.7445,178.0,0.0
4444.7425,178.0,0.0
4445.741,178.0,0.0
4446.74,178.0,0.0
4447.738,178.0,0.0
4449.734,178.0,0.0
4451.731,178.0,0.5011275369581577
4453.7265,179.0,0.0
4454.725,179.0,0.0
4455.7235,179.0,0.0
4456.722,179.0,0.0
4457.7215,179.0,0.0
4459.7175,179.0,-1.002004008015528
4460.7155,178.0,0.0
4461.714,178.0,0.0
4464.7095,178.0,0.0
4465.7075,178.0,0.0
4466.706,178.0,0.0
4467.704,178.0,-1.002004008015528
4468.702,177.0,0.0
4469.7005,177.0,0.0
4470.6985,177.0,0.0
4471.697,177.0,0.0
4472.6945,177.0,0.0
4473.693,177.0,0.0
4474.691,177.0,-1.0015022533794644
4475.6895,176.0,0.0
4476.6875,176.0,0.0
4477.685,176.0,0.0
4478.6835,176.0,0.0
4479.6815,176.0,0.0
4480.6795,176.0,0.0
4481.6785,176.0,0.0
4482.678,176.0,0.0
4485.672,176.0,0.0
4487.669,176.0,0.0
4488.668,176.0,0.0
4490.6645,176.0,0.33388981636061316
4493.6595,177.0,0.0
4494.658,177.0,0.0
4495.656,177.0,0.0
4497.654,177.0,0.0
4498.6525,177.0,0.0
4499.649,177.0,1.0015022533803766
4500.6475,178.0,0.0
4501.6455,178.0,0.0
4502.6425,178.0,0.0
4503.641,178.0,0.0
4504.6395,178.0,0.0
4505.638,178.0,0.0
4506.6365,178.0,0.0
4507.6345,178.0,0.0
4508.6335,178.0,0.0
4510.6295,178.0,0.0
4512.6265,178.0,1.0020040080164412
4513.6245,179.0,0.0
4514.623,179.0,0.0
4515.6215,179.0,0.0
4519.6155,179.0,0.0
4520.613,179.0,0.0
4521.6115,179.0,0.0
4522.61,179.0,0.0
4523.6085,179.0,0.0
4524.6065,179.0,0.0
4527.6005,179.0,0.0
4528.6,179.0,0.0
4531.595,179.0,0.0
4532.593,179.0,0.0
4533.591,179.0,0.0
4534.5895,179.0,0.0
4535.5875,179.0,0.0
4536.586,179.0,0.0
4537.5845,179.0,0.0
4538.583,179.0,0.0
4539.581,179.0,0.0
4540.5795,179.0,0.0
4541.577,179.0,0.0
4543.5745,179.0,0.0
4544.5725,179.0,0.0
4545.571,179.0,0.5008765339343358
4547.5675,180.0,0.0
4548.566,180.0,0.0
4550.5615,180.0,0.0
4551.559,180.0,0.0
4552.5575,180.0,0.0
4553.556,180.0,0.0
4554.554,180.0,0.0
4555.5535,180.0,1.0020040080164412
4556.5515,181.0,0.0
4557.55,181.0,0.0
4558.549,181.0,0.0
4559.547,181.0,0.0
4560.545,181.0,0.0
4562.541,181.0,0.0
4564.5375,181.0,0.0
4565.536,181.0,0.0
4566.534,181.0,0.0
4567.5325,181.0,0.0
4568.53,181.0,0.0
4569.529,181.0,0.0
4570.5275,181.0,0.0
4571.525,181.0,0.0
4572.523,181.0,0.0
4573.5215,181.0,0.0
4575.5175,181.0,0.0
4576.516,181.0,0.0
4577.5145,181.0,0.0
4578.5125,181.0,-0.5003752814609446
4580.511,180.0,0.0
4581.509,180.0,0.0
4582.507,180.0,0.0
4583.506,180.0,0.0
4584.5035,180.0,0.0
4585.5025,180.0,0.0
4586.5,180.0,0.0
4587.498,180.0,0.0
4588.497,180.0,0.0
4589.4945,180.0,0.0
4590.494,180.0,0.0
4591.4905,180.0,0.0
4592.4885,180.0,0.0
4593.4875,180.0,0.0
4594.485,180.0,0.0
4595.483,180.0,0.0
4597.4795,180.0,0.0
4598.4775,180.0,0.0
4599.4755,180.0,0.0
4600.4735,180.0,0.0
4601.472,180.0,0.0
4602.4695,180.0,0.0
4603.4685,180.0,0.0
4604.468,180.0,0.0
4605.4655,180.0,0.0
4606.464,180.0,0.0
4607.4625,180.0,0.0
4608.4605,180.0,0.0
4609.459,180.0,0.0
4610.457,180.0,0.0
4611.4555,180.0,0.0
4613.4515,180.0,0.0
4614.4505,180.0,0.0
4616.4465,180.0,0.0
4617.4445,180.0,0.0
4618.444,180.0,0.0
4619.442,180.0,0.0
4620.4395,180.0,0.0
4621.4385,180.0,0.0
4622.4365,180.0,0.0
4623.4345,180.0,0.0
4624.4325,180.0,0.0
4625.4305,180.0,0.0
4626.4285,180.0,0.0
4627.427,180.0,0.0
4629.424,180.0,0.0
4630.4225,180.0,0.0
4631.4205,180.0,0.0
4632.4195,180.0,0.0
4633.417,180.0,0.0
4634.415,180.0,0.0
4635.4135,180.0,0.0
4636.412,180.0,0.0
4637.4105,180.0,0.0
4638.409,180.0,0.0
4639.4065,180.0,0.0
4640.405,180.0,0.0
4641.4035,180.0,0.0
4642.401,180.0,0.0
4643.3995,180.0,0.0
4644.3975,180.0,0.0
4645.3955,180.0,0.0
4646.394,180.0,0.0
4648.3905,180.0,0.0
4649.3885,180.0,0.0
4650.386,180.0,0.0
4651.385,180.0,0.0
4652.383,180.0,0.0
4653.382,180.0,-1.002004008015528
4654.38,179.0,0.0
4655.378,179.0,0.0
4657.3745,179.0,0.0
4658.373,179.0,0.0
4659.371,179.0,0.0
4660.3705,179.0,0.0
4662.367,179.0,0.0
4663.3655,179.0,-1.0015022533803766
4664.364,178.0,0.0
4665.3625,178.0,0.0
4666.3605,178.0,0.5008765339343358
4668.357,179.0,0.0
4669.3565,179.0,0.0
4670.354,179.0,0.0
4671.3525,179.0,0.0
4673.3485,179.0,0.0
4674.3465,179.0,0.0
4675.345,179.0,0.0
4676.3435,179.0,0.0
4678.343,179.0,0.0
4679.3405,179.0,0.0
4680.3385,179.0,0.0
4681.3375,179.0,0.0
4682.3355,179.0,0.0
4683.334,179.0,0.0
4684.3325,179.0,0.0
4685.3305,179.0,0.0
4687.3275,179.0,0.0
4689.324,179.0,0.0
4690.3225,179.0,0.0
4691.3205,179.0,0.0
4692.3195,179.0,0.0
4695.3145,179.0,0.0
4696.313,179.0,0.0
4697.311,179.0,0.0
4698.3085,179.0,0.0
4699.307,179.0,0.0
4700.3055,179.0,0.0
4701.304,179.0,0.0
4702.3025,179.0,0.0
4703.3015,179.0,0.0
4704.2995,179.0,0.0
4705.2975,179.0,0.0
4706.296,179.0,0.0
4707.2945,179.0,0.0
4708.293,179.0,0.0
4709.2905,179.0,0.0
4711.288,179.0,0.0
4713.283,179.0,0.0
4714.282,179.0,0.0
4715.28,179.0,0.0
4716.278,179.0,1.0015022533803766
4717.2765,180.0,0.0
4718.275,180.0,0.0
4719.273,180.0,0.0
4721.2695,180.0,0.0
4723.265,180.0,0.0
4724.2625,180.0,0.0
4726.26,180.0,0.0
4727.259,180.0,0.0
4728.257,180.0,0.0
4729.254,180.0,0.0
4730.2525,180.0,0.0
4731.2515,180.0,0.0
4732.249,180.0,0.0
4733.2475,180.0,-0.5010020040082206
4735.2435,179.0,0.0
4736.242,179.0,0.0
4737.2405,179.0,0.0
4738.239,179.0,0.0
4739.237,179.0,0.0
4740.235,179.0,0.0
4741.233,179.0,0.0
4742.2325,179.0,0.0
4744.228,179.0,0.0
4745.2265,179.0,0.0
4746.2245,179.0,-0.5010020040079923
4748.2205,178.0,0.0
4749.2185,178.0,0.0
4750.217,178.0,0.0
4751.2165,178.0,0.0
4752.2145,178.0,0.0
4753.2125,178.0,0.0
4754.211,178.0,0.0
4756.208,178.0,0.0
4757.206,178.0,0.0
