Time(s),altitude(m),velocity(m/s)
4758.205,178.0,0.0
4761.1995,178.0,0.0
4762.1975,178.0,0.0
4763.196,178.0,0.0
4764.1945,178.0,0.0
4766.191,178.0,0.0
4767.1895,178.0,0.0
4769.1855,178.0,0.0
4770.184,178.0,0.0
4771.181,178.0,0.0
4772.1795,178.0,0.0
4773.1775,178.0,0.0
4774.1755,178.0,0.0
4776.1725,178.0,0.0
4777.1705,178.0,0.0
4778.1695,178.0,-1.0025062656637582
4779.167,177.0,0.0
4780.165,177.0,0.0
4781.1635,177.0,0.0
4782.1615,177.0,0.0
4783.1595,177.0,0.0
4784.158,177.0,1.0015022533803766
4785.1565,178.0,0.0
4786.154,178.0,0.0
4787.1535,178.0,0.0
4788.1505,178.0,0.0
4789.149,178.0,0.0
4790.1475,178.0,0.0
4792.1435,178.0,0.0
4793.142,178.0,1.0010010010012051
4794.141,179.0,0.0
4796.1365,179.0,0.0
4797.1345,179.0,0.0
4798.137,179.0,0.0
4799.131,179.0,0.0
4801.1275,179.0,0.0
4803.1255,179.0,1.0030090270809435
4804.1225,180.0,0.0
4806.119,180.0,0.0
4807.1175,180.0,0.0
4808.116,180.0,0.0
4809.1135,180.0,0.0
4812.108,180.0,0.0
4813.1065,180.0,0.0
4814.1045,180.0,0.0
4815.1025,180.0,0.0
4816.1005,180.0,0.0
4817.0985,180.0,0.0
4818.097,180.0,0.0
4820.0925,180.0,0.0
4822.0885,180.0,1.0015022533794644
4823.087,181.0,0.0
4824.086,181.0,0.0
4825.084,181.0,0.0
4826.0825,181.0,0.0
4827.0805,181.0,0.0
4828.078,181.0,-1.0020040080164412
4829.076,180.0,0.0
4830.0745,180.0,0.0
4831.0725,180.0,0.0
4832.0705,180.0,0.0
4834.067,180.0,0.0
4835.0655,180.0,-1.0025062656637582
4836.063,179.0,0.0
4837.0615,179.0,0.0
4839.0585,179.0,-0.3340571237682106
4842.052,178.0,0.0
4844.048,178.0,0.0
4845.0455,178.0,0.0
4846.044,178.0,0.0
4847.042,178.0,0.0
4848.041,178.0,0.0
4849.0395,178.0,0.0
4850.0375,178.0,0.0
4852.0335,178.0,0.0
4854.0295,178.0,0.0
4855.0275,178.0,0.0
4857.024,178.0,0.5010020040079923
4859.02,179.0,0.0
4860.018,179.0,0.0
4861.016,179.0,0.0
4862.014,179.0,0.0
4863.012,179.0,0.0
4864.01,179.0,0.0
4865.009,179.0,0.0
4866.0065,179.0,0.0
4867.0045,179.0,0.0
4868.003,179.0,-1.0030090270809435
4869.0,178.0,0.0
4869.998,178.0,0.0
4872.993,178.0,0.0
4873.9915,178.0,0.0
4874.9895,178.0,0.0
4875.9875,178.0,0.0
4876.986,178.0,0.0
4877.984,178.0,0.0
4878.982,178.0,0.0
4879.9805,178.0,0.0
4880.9785,178.0,0.0
4881.9765,178.0,0.0
4882.975,178.0,0.0
4883.973,178.0,0.0
4885.969,178.0,0.0
4888.964,178.0,0.0
4889.962,178.0,0.0
4890.96,178.0,0.0
4891.958,178.0,0.0
4892.956,178.0,-0.5010020040079923
4894.952,177.0,0.0
4895.9505,177.0,0.0
4896.9485,177.0,0.0
4899.9435,177.0,0.0
4900.942,177.0,0.0
4901.94,177.0,0.0
4902.938,177.0,0.0
4904.935,177.0,0.0
4905.933,177.0,-0.5007511266899602
4907.93,176.0,0.0
4908.9275,176.0,0.0
4910.9245,176.0,0.0
4911.9215,176.0,0.0
4912.92,176.0,0.0
4913.9185,176.0,0.0
4914.9165,176.0,0.0
4915.9155,176.0,0.5010020040079923
4917.9115,177.0,0.0
4919.9065,177.0,0.0
4920.905,177.0,0.0
4921.9045,177.0,0.0
4922.9025,177.0,0.0
4923.9005,177.0,0.0
4924.8985,177.0,0.0
4925.8965,177.0,0.0
4926.895,177.0,0.0
4927.893,177.0,0.0
4928.891,177.0,1.002004008015528
4929.889,178.0,0.0
4930.8875,178.0,0.0
4931.886,178.0,0.0
4932.8835,178.0,0.0
4935.878,178.0,0.0
4936.8765,178.0,0.0
4937.8745,178.0,0.0
4938.8725,178.0,0.0
4939.8705,178.0,0.0
4940.8685,178.0,0.0
4941.8665,178.0,0.0
4942.864,178.0,0.0
4943.8625,178.0,0.5010020040079923
4945.8585,179.0,0.0
4946.8575,179.0,0.0
4948.8535,179.0,0.0
4949.8515,179.0,0.0
4951.8475,179.0,0.5010020040079923
4953.8435,180.0,0.0
4954.842,180.0,0.0
4955.84,180.0,0.0
4957.836,180.0,0.0
4958.8345,180.0,0.0
4959.8325,180.0,0.0
4960.8305,180.0,0.0
4961.8285,180.0,0.0
4962.8265,180.0,0.0
4963.8235,180.0,0.0
4965.8225,180.0,0.0
4966.82,180.0,0.0
4967.818,180.0,0.0
4968.8165,180.0,0.0
4969.815,180.0,1.0025062656637582
4970.8125,181.0,-0.9985022466297503
4971.814,180.0,0.0
4972.811,180.0,1.0030090270809435
4973.808,181.0,0.0
4974.8065,181.0,0.0
4975.8055,181.0,0.0
4976.804,181.0,-1.0010010010012051
4977.803,180.0,0.0
4978.8005,180.0,0.0
4979.7995,180.0,0.0
4980.797,180.0,0.0
4981.796,180.0,0.0
4982.794,180.0,0.0
4983.792,180.0,0.0
4984.7905,180.0,0.0
4985.789,180.0,0.0
4986.787,180.0,0.0
4988.784,180.0,0.0
4989.782,180.0,0.0
4990.78,180.0,0.0
4991.7775,180.0,0.0
4992.7755,180.0,0.0
4993.774,180.0,0.0
4994.7725,180.0,0.0
4995.771,180.0,0.0
4996.769,180.0,-0.5008765339343358
4998.7655,179.0,0.0
4999.762,179.0,0.0
5000.762,179.0,0.0
5001.7595,179.0,0.0
5002.758,179.0,0.0
5003.756,179.0,0.0
5004.754,179.0,0.0
5005.752,179.0,0.0
5006.7495,179.0,0.0
5007.748,179.0,0.0
5008.747,179.0,0.0
5009.7445,179.0,0.0
5010.7425,179.0,0.0
5011.74,179.0,0.0
5012.739,179.0,0.0
5014.7355,179.0,0.0
5016.73,179.0,0.0
5017.7285,179.0,0.0
5018.7265,179.0,0.0
5019.7255,179.0,0.0
5020.724,179.0,0.0
5021.7215,179.0,0.0
5022.72,179.0,0.0
5023.7175,179.0,0.0
5024.7155,179.0,0.0
5025.7135,179.0,0.0
5026.7125,179.0,0.0
5027.7095,179.0,0.0
5028.7085,179.0,0.0
5030.704,179.0,0.0
5031.7015,179.0,0.0
5032.7,179.0,0.0
5034.6955,179.0,0.0
5035.694,179.0,0.0
5036.692,179.0,0.0
5037.691,179.0,0.0
5038.688,179.0,0.0
5039.686,179.0,-1.0025062656637582
5040.6835,178.0,0.0
5041.6815,178.0,0.0
5042.6795,178.0,0.0
5043.678,178.0,0.0
5044.6765,178.0,0.0
5047.6705,178.0,0.0
5048.6685,178.0,0.0
5050.665,178.0,0.0
5051.6625,178.0,0.0
5052.6605,178.0,0.0
5054.6575,178.0,0.0
5055.655,178.0,0.0
5056.6535,178.0,0.0
5057.6515,178.0,0.0
5058.6495,178.0,0.0
5059.648,178.0,0.0
5060.645,178.0,0.0
5061.644,178.0,0.0
5062.642,178.0,0.0
5063.641,178.0,0.0
5064.638,178.0,0.0
5065.636,178.0,0.0
5066.634,178.0,0.0
5067.632,178.0,0.0
5068.6315,178.0,0.0
5069.6295,178.0,0.0
5070.6275,178.0,0.0
5072.6245,178.0,0.0
5073.6215,178.0,0.0
5074.6195,178.0,0.0
5075.6185,178.0,0.0
5076.616,178.0,0.0
5077.614,178.0,0.0
5078.612,178.0,0.0
5079.61,178.0,0.0
5081.6075,178.0,0.0
5082.6045,178.0,0.0
5083.6025,178.0,0.0
5084.6015,178.0,0.0
5085.599,178.0,0.0
5086.597,178.0,0.0
5087.596,178.0,0.0
5088.593,178.0,0.0
5089.5905,178.0,1.0020040080164412
5090.5885,179.0,0.0
5091.588,179.0,0.0
5093.584,179.0,0.0
5094.582,179.0,0.0
5095.58,179.0,0.0
5096.5785,179.0,1.0010010010002939
5097.5775,180.0,0.0
5098.575,180.0,0.0
5099.573,180.0,0.0
5100.571,180.0,0.5007511266899602
5102.568,181.0,0.0
5103.566,181.0,0.0
5104.5645,181.0,0.0
5105.5635,181.0,1.0030090270818586
5106.5605,182.0,0.0
5107.5595,182.0,0.0
5109.5555,182.0,0.0
5110.554,182.0,0.0
5111.552,182.0,0.0
5112.55,182.0,-0.5011275369581577
5114.5455,181.0,0.0
5115.5435,181.0,0.0
5116.5415,181.0,0.0
5117.5405,181.0,0.0
5118.539,181.0,0.0
5119.537,181.0,-1.0025062656646724
5120.5345,180.0,0.0
5121.5335,180.0,0.0
5122.5315,180.0,0.0
5123.531,180.0,0.5012531328321076
5125.526,181.0,0.0
5126.5235,181.0,0.0
5129.5185,181.0,0.0
5130.5165,181.0,0.0
5131.5145,181.0,0.0
5132.5115,181.0,-1.0015022533794644
5133.51,180.0,0.0
5134.508,180.0,0.0
5135.5055,180.0,0.0
5136.503,180.0,0.0
5137.502,180.0,0.0
5138.499,180.0,-0.5010020040079923
5140.495,179.0,0.0
5141.493,179.0,0.0
5142.4915,179.0,-1.0020040080164412
5143.4895,178.0,0.0
5144.4875,178.0,0.5010020040079923
5146.4835,179.0,0.0
5147.4815,179.0,0.0
5148.479,179.0,0.0
5149.4775,179.0,0.0
5150.476,179.0,0.0
