altitude(m),velocity(m/s),Time(ms)
177.0,-1.0020040080159849,1258500.0
176.0,0.0,1259498.0
176.0,0.0,1260497.0
176.0,0.0,1263491.5
176.0,0.0,1264491.0
176.0,0.0,1265490.0
176.0,0.0,1266486.5
176.0,0.0,1267485.5
176.0,-1.0010010010007495,1268483.5
175.0,0.0,1269482.5
175.0,0.0,1271481.0
175.0,0.0,1272479.5
175.0,0.0,1273477.5
175.0,1.0015022533803766,1275475.5
176.0,0.0,1276474.0
176.0,0.0,1277472.5
176.0,0.0,1278471.5
176.0,0.0,1279470.5
176.0,0.0,1280470.0
176.0,0.0,1281467.5
176.0,0.0,1282466.0
176.0,0.0,1283465.5
176.0,0.0,1284463.5
176.0,1.0015022533803766,1285462.5
177.0,0.0,1286461.0
177.0,0.0,1287460.0
177.0,0.0,1288458.5
177.0,0.0,1291453.0
177.0,0.0,1292452.5
177.0,0.0,1293451.0
177.0,0.0,1295449.5
177.0,0.0,1296447.5
177.0,0.0,1297447.0
177.0,0.0,1298445.5
177.0,0.0,1300443.0
177.0,0.0,1301441.5
177.0,0.0,1302440.0
177.0,0.0,1303438.5
177.0,0.0,1304437.0
177.0,0.0,1305435.5
177.0,0.0,1306434.5
177.0,1.0015022533803766,1307433.5
178.0,0.0,1308432.0
178.0,0.0,1310429.5
178.0,0.0,1311428.0
178.0,0.0,1312427.0
178.0,0.0,1313425.5
178.0,0.0,1314424.0
178.0,0.0,1315422.0
178.0,0.0,1316421.0
178.0,0.5002501250625823,1317420.0
179.0,0.0,1319419.0
179.0,0.0,1322415.5
179.0,0.0,1323414.0
179.0,0.0,1324413.0
179.0,0.0,1325412.5
179.0,0.0,1327409.5
179.0,0.0,1328408.0
179.0,0.0,1329406.5
179.0,0.0,1330406.0
179.0,1.0010010010012051,1331404.5
180.0,0.0,1332403.5
180.0,0.0,1333402.0
180.0,0.0,1334401.0
180.0,0.0,1335399.5
180.0,-1.0015022533799205,1336398.5
179.0,0.0,1337397.0
179.0,0.0,1339394.0
179.0,0.0,1340394.0
179.0,0.0,1341391.5
179.0,0.0,1342390.0
179.0,-1.0,1343389.0
178.0,0.0,1344389.0
178.0,0.0,1345387.5
178.0,0.0,1346386.0
178.0,-0.5005005005004887,1347384.5
177.0,0.0,1349382.5
177.0,0.0,1350381.5
177.0,0.0,1352379.5
177.0,-0.5006257822276844,1353378.0
176.0,0.0,1355375.5
176.0,0.0,1356375.0
176.0,0.0,1357374.0
176.0,0.0,1359371.0
176.0,0.0,1360369.5
176.0,0.0,1361369.5
176.0,0.0,1362367.5
176.0,0.0,1364364.0
176.0,0.0,1365362.5
176.0,0.0,1366361.0
176.0,0.0,1367360.0
176.0,0.0,1368359.0
176.0,0.0,1369358.0
176.0,0.0,1370356.5
176.0,0.0,1371355.0
176.0,0.0,1372354.0
176.0,0.0,1373352.5
176.0,0.0,1374351.5
176.0,0.0,1375350.5
176.0,0.0,1376349.0
176.0,0.0,1377347.5
176.0,0.0,1378346.0
176.0,0.0,1379344.5
176.0,0.5005005005004887,1381342.5
177.0,0.0,1383340.5
177.0,0.0,1384338.0
177.0,0.0,1385338.0
177.0,0.0,1386336.0
177.0,0.0,1387335.0
177.0,0.0,1388333.0
177.0,0.0,1390330.5
177.0,0.0,1391329.5
177.0,0.0,1393327.5
177.0,1.0015022533803766,1394326.0
178.0,0.0,1395324.5
178.0,0.0,1396323.5
178.0,0.0,1397322.0
178.0,0.0,1398320.5
178.0,0.0,1399319.0
178.0,0.0,1401316.5
178.0,0.0,1402315.0
178.0,1.0010010010007495,1403313.5
179.0,0.0,1404312.5
179.0,0.0,1405311.0
179.0,0.0,1406310.0
179.0,0.0,1407309.0
179.0,0.0,1408307.0
179.0,0.0,1409306.0
179.0,0.0,1410305.0
179.0,0.0,1411303.5
179.0,0.0,1412302.0
179.0,0.0,1413299.5
179.0,0.0,1414299.0
179.0,-1.0020040080159849,1415298.0
178.0,0.0,1416296.0
178.0,0.0,1417295.5
178.0,0.0,1418294.0
178.0,0.0,1420291.0
178.0,0.0,1421290.0
178.0,0.0,1422289.0
178.0,0.0,1424285.5
178.0,0.0,1427282.0
178.0,0.0,1428280.5
178.0,0.0,1429279.0
178.0,0.0,1430278.0
178.0,0.0,1431276.5
178.0,0.0,1433274.0
178.0,1.0010010010007495,1434271.5
179.0,0.0,1435270.5
179.0,0.0,1436269.5
179.0,0.0,1438267.0
179.0,0.0,1439264.5
179.0,0.0,1440263.5
179.0,0.0,1441263.0
179.0,0.0,1442261.5
179.0,0.0,1443260.0
179.0,-1.0,1444258.0
178.0,0.0,1445258.0
178.0,0.0,1446256.0
178.0,1.0015022533803766,1447254.5
179.0,0.0,1448253.0
179.0,0.0,1449252.0
179.0,-0.3337783711615888,1450250.5
178.0,0.0,1453246.5
178.0,0.0,1454245.0
178.0,0.0,1455243.5
178.0,0.0,1456242.5
178.0,0.0,1457240.5
178.0,0.0,1458239.5
178.0,-0.5011275369581577,1460237.5
177.0,0.0,1462233.0
177.0,0.0,1463232.0
177.0,0.0,1464229.5
177.0,0.0,1465228.5
177.0,0.0,1467226.5
177.0,0.0,1468225.5
177.0,0.0,1469224.0
177.0,0.0,1471221.5
177.0,0.0,1472220.5
177.0,0.0,1473219.0
177.0,0.0,1474217.0
177.0,0.0,1475216.0
177.0,0.0,1476214.0
177.0,0.0,1477212.5
177.0,0.0,1478211.5
177.0,0.0,1479209.5
177.0,0.0,1480208.5
177.0,0.0,1481206.5
177.0,0.0,1482205.5
177.0,0.0,1483204.0
177.0,0.0,1484202.5
177.0,0.0,1485201.5
177.0,0.0,1486199.0
177.0,0.0,1487197.5
177.0,0.0,1488195.5
177.0,0.0,1489193.5
177.0,0.0,1490193.5
177.0,0.0,1493189.5
177.0,0.0,1494188.0
177.0,0.0,1495187.0
177.0,0.0,1496185.5
177.0,0.0,1497184.5
177.0,0.0,1498183.0
177.0,0.0,1499181.5
177.0,0.0,1500180.0
177.0,0.0,1501178.5
177.0,-1.0020040080159849,1502177.5
176.0,0.0,1503175.5
176.0,0.0,1504174.5
176.0,0.0,1505173.0
176.0,0.0,1506171.5
176.0,0.0,1507170.0
176.0,0.0,1508169.0
176.0,1.0005002501251643,1509167.0
177.0,0.0,1510166.5
177.0,0.0,1511164.0
177.0,0.0,1512162.0
177.0,0.0,1513161.0
177.0,0.0,1514159.5
177.0,0.0,1515159.0
177.0,0.0,1516156.0
177.0,0.0,1517156.0
177.0,0.0,1518154.5
177.0,0.0,1519152.5
177.0,1.0025062656637582,1520152.5
178.0,0.0,1521150.0
178.0,0.0,1522148.5
178.0,0.0,1523147.5
178.0,0.0,1524146.0
178.0,0.0,1525144.5
178.0,0.0,1526143.0
178.0,0.0,1528140.0
178.0,0.0,1529138.5
178.0,0.0,1530137.0
178.0,0.0,1532134.5
178.0,0.0,1533133.0
178.0,0.0,1534132.0
178.0,0.0,1535130.0
178.0,0.0,1536128.0
178.0,0.0,1537126.5
178.0,0.0,1538125.5
178.0,0.0,1539124.0
178.0,0.0,1540124.0
178.0,0.0,1541122.5
178.0,0.0,1542121.0
178.0,0.0,1543119.5
178.0,0.0,1544118.5
178.0,0.0,1546115.5
178.0,0.0,1547114.5
178.0,0.0,1548113.0
178.0,0.0,1549111.5
178.0,1.0025062656642152,1550111.5
179.0,0.0,1551109.0
179.0,0.0,1552107.5
179.0,0.0,1553106.5
179.0,0.0,1554105.0
179.0,0.0,1555104.0
179.0,0.0,1557100.5
179.0,1.0005002501247091,1558099.0
180.0,0.0,1559098.5
180.0,0.0,1560095.0
180.0,0.0,1561093.5
180.0,0.5006257822277984,1562093.0
181.0,0.0,1564090.5
181.0,0.0,1565090.0
181.0,0.0,1566088.5
181.0,0.0,1567085.5
181.0,0.0,1568085.5
181.0,0.0,1569083.5
181.0,0.0,1570082.0
181.0,0.0,1571081.0
181.0,0.0,1572079.5
181.0,0.0,1573079.0
181.0,0.0,1574077.5
181.0,0.0,1575076.0
181.0,0.0,1576073.5
181.0,0.0,1577072.5
181.0,0.0,1578071.5
181.0,0.0,1579070.0
181.0,0.0,1580069.0
181.0,0.0,1582066.0
181.0,0.0,1583065.5
181.0,-1.0020040080159849,1584062.5
180.0,0.0,1585060.5
180.0,0.0,1586059.0
180.0,0.0,1587057.5
180.0,-1.0015022533803766,1589056.0
179.0,0.0,1590054.5
179.0,0.0,1591053.5
179.0,0.0,1593051.5
179.0,0.0,1594049.5
179.0,0.0,1595048.5
179.0,0.0,1596047.0
179.0,-1.0010010010007495,1597045.5
178.0,0.0,1598044.5
178.0,0.0,1600041.5
178.0,0.0,1601040.5
178.0,0.0,1602039.0
178.0,0.0,1604037.0
178.0,0.0,1605035.5
178.0,0.0,1606033.5
178.0,0.0,1608030.5
178.0,0.0,1609028.5
178.0,0.0,1610028.0
178.0,0.0,1611026.0
178.0,0.0,1613024.0
178.0,0.0,1614022.5
178.0,0.0,1615022.5
178.0,0.0,1616020.0
178.0,0.0,1618017.5
178.0,0.0,1619015.5
178.0,0.0,1621013.5
178.0,0.0,1622012.0
178.0,0.0,1623010.5
178.0,0.0,1624010.0
178.0,-1.0010010010007495,1625008.0
177.0,0.0,1626007.0
177.0,0.0,1627004.5
177.0,0.0,1629002.0
177.0,0.0,1630000.0
177.0,0.0,1631000.0
177.0,-1.0015022533799205,1631997.5
176.0,0.0,1632996.0
176.0,0.0,1634992.5
176.0,0.0,1635991.0
176.0,0.0,1636990.0
176.0,0.0,1638988.0
176.0,1.0015022533803766,1639986.5
177.0,0.0,1640985.0
177.0,0.0,1641982.5
177.0,0.0,1642982.0
177.0,0.0,1643981.0
177.0,0.0,1644978.5
177.0,0.0,1645977.0
177.0,0.0,1646975.5
177.0,0.0,1647974.5
177.0,0.0,1648973.5
177.0,0.0,1650970.5
177.0,0.0,1652967.5
177.0,0.0,1653966.5
177.0,0.0,1654965.0
177.0,0.0,1655963.0
177.0,0.0,1656962.0
177.0,0.0,1657959.5
177.0,1.0005002501251643,1658957.5
178.0,0.0,1659957.0
178.0,0.0,1660956.0
178.0,0.0,1661954.5
178.0,0.0,1662953.5
178.0,0.0,1664951.0
178.0,0.0,1665949.5
178.0,0.0,1666948.0
178.0,0.0,1667946.5
178.0,0.0,1669943.5
178.0,0.0,1670942.5
178.0,0.0,1671940.0
178.0,0.0,1673938.5
178.0,0.0,1674936.5
178.0,0.0,1675935.5
178.0,0.0,1676934.5
178.0,0.0,1677932.5
178.0,0.0,1678931.5
178.0,0.0,1679930.0
178.0,0.0,1680929.0
178.0,0.0,1681927.0
178.0,0.0,1682925.0
178.0,0.0,1684923.0
178.0,0.0,1685921.0
178.0,0.0,1687918.5
178.0,0.0,1688917.5
178.0,0.0,1689916.0
178.0,0.0,1690915.0
178.0,0.0,1691914.0
178.0,0.0,1692912.0
178.0,-1.0015022533803766,1693911.0
177.0,0.0,1694909.5
177.0,0.0,1695908.0
177.0,0.0,1696906.5
177.0,0.0,1697904.5
177.0,0.0,1698903.5
177.0,0.0,1699902.5
177.0,0.0,1700900.0
177.0,0.0,1701898.5
177.0,0.0,1704895.0
177.0,0.0,1705893.5
177.0,0.5007511266900743,1706891.0
178.0,0.0,1708888.0
178.0,0.0,1709886.5
178.0,0.0,1710886.0
178.0,0.0,1711884.5
178.0,0.0,1712883.5
178.0,0.0,1713882.0
178.0,0.0,1714881.5
178.0,0.0,1715879.5
178.0,0.0,1716877.5
178.0,0.0,1717876.5
178.0,0.0,1719874.0000000005
178.0,0.0,1721870.4999999995
178.0,0.0,1722869.0000000005
178.0,0.0,1723867.5
178.0,0.0,1724866.4999999995
178.0,0.0,1725865.0000000005
178.0,0.0,1726863.5
178.0,-1.0015022533794644,1727861.4999999995
177.0,0.0,1728860.0000000005
177.0,0.0,1729859.5
177.0,0.0,1730857.4999999995
177.0,0.0,1731855.0
177.0,0.0,1732854.0
177.0,0.0,1733852.4999999995
177.0,0.0,1734851.0
177.0,0.0,1735850.0
177.0,-0.5008765339343358,1736849.0
176.0,0.0,1738845.5
176.0,0.0,1739844.5
176.0,0.0,1740843.0000000005
176.0,0.0,1741841.5
176.0,0.0,1742840.0
176.0,0.5006257822279124,1743838.5000000005
177.0,0.0,1745836.0
177.0,0.0,1746834.0000000005
177.0,0.0,1747833.0
177.0,0.0,1748831.5
177.0,0.5047955577991508,1750844.5
178.0,0.0,1752825.4999999995
178.0,0.0,1753824.0
178.0,0.0,1755820.5000000005
178.0,0.0,1756819.0
178.0,0.0,1757818.0
178.0,0.0,1758816.4999999995
178.0,0.0,1759816.0000000005
178.0,0.0,1760814.5
178.0,0.0,1761812.9999999995
178.0,0.0,1762811.5000000005
178.0,0.0,1763810.0
178.0,0.0,1764808.4999999995
178.0,0.0,1765807.4999999995
178.0,0.0,1766805.5
178.0,0.0,1767803.9999999995
178.0,0.0,1768802.5000000005
178.0,0.0,1769801.0
178.0,0.0,1770799.4999999995
178.0,0.0,1772796.5
178.0,0.0,1773794.9999999995
178.0,0.0,1774794.0000000005
178.0,0.0,1775792.0
178.0,0.0,1776790.4999999995
178.0,0.0,1777789.0000000005
178.0,0.0,1778787.5
178.0,0.0,1779785.9999999995
178.0,0.0,1780785.0000000005
178.0,0.0,1781782.5
178.0,0.0,1782780.9999999995
178.0,0.0,1783779.5
178.0,0.0,1784779.5
178.0,0.0,1786776.0000000005
178.0,0.0,1787775.0
178.0,0.0,1789771.9999999995
178.0,0.0,1790770.5
178.0,0.0,1791769.5
178.0,0.5007511266899602,1792767.4999999995
179.0,0.0,1794764.5
179.0,0.0,1795762.9999999995
179.0,0.0,1797760.0
179.0,0.0,1798758.4999999995
179.0,0.0,1799757.5000000005
179.0,0.0,1800755.5
179.0,0.0,1801753.9999999995
179.0,0.0,1802752.0
179.0,0.0,1803751.0
179.0,0.0,1804751.5
179.0,0.0,1806745.4999999995
179.0,0.0,1807745.4999999995
179.0,0.0,1808745.4999999995
179.0,0.0,1809744.0000000005
179.0,0.0,1810742.0
179.0,-0.5011275369581577,1811742.5
178.0,0.0,1813738.0
178.0,0.0,1814735.5000000005
178.0,0.0,1815733.5
178.0,0.0,1816732.5
178.0,0.0,1817731.0
178.0,0.0,1818729.5
178.0,0.0,1819733.0
178.0,0.0,1820726.5
178.0,0.0,1821725.5
178.0,0.0,1822723.5
178.0,1.0015022533794644,1825719.0
179.0,0.0,1826717.5
179.0,0.0,1827717.0
179.0,0.0,1828714.0
179.0,0.0,1829713.0
179.0,0.0,1830710.5
179.0,0.0,1831709.0
179.0,0.0,1832707.5
179.0,0.0,1833707.0
179.0,0.0,1835704.0
179.0,0.0,1836703.5
179.0,0.0,1837701.0
179.0,0.0,1839697.5
179.0,0.0,1840696.0
179.0,0.0,1841694.0
179.0,0.0,1842692.5
179.0,0.0,1843691.0
179.0,0.0,1844690.0
179.0,0.0,1845688.0
179.0,0.0,1846686.5
179.0,0.0,1847685.0
179.0,0.0,1848683.0
179.0,0.0,1849682.0
179.0,0.0,1850681.0
179.0,0.0,1851678.5
179.0,0.0,1852677.0
179.0,1.0015022533794644,1853674.0
180.0,0.0,1854672.5
180.0,0.0,1855670.5
180.0,0.0,1856669.0
180.0,0.0,1857668.0
180.0,0.0,1858669.0
180.0,0.0,1859665.0
180.0,-1.0030090270818586,1860664.5
179.0,0.0,1861661.5
179.0,0.0,1862660.5
179.0,0.0,1863658.5
179.0,0.0,1864658.0
179.0,0.0,1865655.0
179.0,0.0,1866656.5
179.0,0.0,1867652.0
179.0,0.0,1869649.0
179.0,0.0,1870648.0
179.0,0.0,1872645.0
179.0,0.0,1873642.5
179.0,0.0,1874641.0
179.0,0.0,1875639.5
179.0,0.0,1876639.0
179.0,0.0,1877636.5
179.0,0.0,1878634.0
179.0,0.0,1879633.0
179.0,0.0,1880630.5
179.0,0.0,1881630.5
179.0,0.0,1883627.5
179.0,0.0,1884626.0
179.0,0.0,1885624.0
179.0,0.0,1886622.5
179.0,0.0,1888619.0
179.0,0.0,1889617.5
179.0,0.0,1890615.5
179.0,0.0,1891614.0
179.0,0.0,1892612.5
179.0,0.0,1893611.0
179.0,0.0,1894610.5
179.0,0.0,1895608.5
179.0,0.0,1896607.0
179.0,0.0,1897605.0
179.0,1.0015022533794644,1899602.5
180.0,0.0,1900601.0
180.0,0.0,1901600.0
180.0,0.0,1902597.0
180.0,0.0,1903595.5
180.0,0.0,1904594.0
180.0,0.0,1905592.5
180.0,0.0,1906592.0
180.0,0.0,1908589.0
180.0,0.0,1909587.5
180.0,-0.2504069112307189,1910586.0
179.0,0.0,1914579.5
179.0,0.0,1915579.0
179.0,0.0,1917575.0
179.0,0.0,1919572.0
179.0,0.0,1920572.0
179.0,0.0,1921568.0
179.0,0.0,1922567.0
179.0,0.0,1923565.0
179.0,0.0,1924563.5
179.0,0.0,1925562.0
179.0,0.0,1926560.0
179.0,0.0,1927558.5
179.0,0.0,1928556.5
179.0,0.0,1930554.5
179.0,0.0,1932550.5
179.0,-1.0015022533803766,1933548.5
178.0,0.0,1934547.0
178.0,0.0,1935545.5
178.0,0.0,1936544.0
178.0,0.0,1938541.0
178.0,0.0,1939541.0
178.0,-1.002004008015528,1941536.0
177.0,0.0,1942534.0
177.0,0.0,1943532.5
177.0,0.0,1944531.0
177.0,0.0,1945529.0
177.0,0.0,1946527.5
177.0,0.0,1947526.0
177.0,0.0,1949522.5
177.0,0.0,1950521.0
177.0,0.0,1951518.5
177.0,-0.5010020040082206,1952517.0
176.0,0.0,1954513.0
176.0,0.0,1955513.0
176.0,0.0,1956512.0
176.0,0.0,1957510.5
176.0,0.0,1958509.0
176.0,0.0,1959507.0
176.0,0.0,1960505.5
176.0,0.0,1961504.0
176.0,0.0,1962502.0
176.0,1.0015022533803766,1963501.0
177.0,0.0,1964499.5
177.0,0.0,1965497.5
177.0,0.0,1966496.0
177.0,0.0,1967494.0
177.0,0.0,1968492.5
177.0,0.0,1970489.5
177.0,1.002004008015528,1971488.0
178.0,0.0,1972486.0
178.0,0.0,1973485.0
178.0,0.0,1974483.5
178.0,0.0,1975481.5
178.0,0.0,1976479.0
178.0,0.0,1977477.5
178.0,1.0025062656646724,1978476.5
179.0,0.0,1979474.0
179.0,0.0,1981472.5
179.0,0.0,1982470.5
179.0,0.0,1983469.0
179.0,0.3338340844600241,1984467.0
180.0,0.0,1987462.5
180.0,0.0,1988461.0
180.0,0.0,1989458.5
180.0,0.0,1990457.5
180.0,0.0,1991456.0
180.0,0.0,1992454.0
180.0,0.0,1993452.5
180.0,0.0,1994451.0
180.0,0.0,1995449.0
180.0,0.0,1996447.5
180.0,0.0,1997445.0
180.0,0.0,1999443.5
180.0,0.0,2000439.5
180.0,0.0,2001438.0
180.0,0.0,2003434.5
180.0,0.0,2004434.0
180.0,0.0,2005432.5
180.0,0.0,2006430.5
180.0,0.0,2007428.5
180.0,0.0,2008427.0
180.0,0.0,2009425.5
180.0,0.0,2010423.5
180.0,0.0,2011422.0
180.0,0.0,2012420.5
180.0,0.0,2013418.5
180.0,0.0,2014417.0
180.0,-1.0015022533794644,2015415.0
179.0,0.0,2016413.5
179.0,0.0,2017412.0
179.0,0.0,2018410.0
179.0,0.0,2020407.0
179.0,0.0,2021405.0
179.0,0.0,2022403.5
179.0,0.0,2023402.0
179.0,0.0,2024400.0
179.0,-1.002004008015528,2025397.5
178.0,0.0,2026395.5
178.0,0.0,2027394.0
178.0,0.0,2028393.0
178.0,0.0,2029391.5
178.0,0.0,2030390.5
178.0,0.0,2031388.0
178.0,0.0,2032386.5
178.0,0.0,2034383.5
178.0,1.002004008015528,2036379.5
179.0,0.0,2037377.5
179.0,0.0,2038375.5
179.0,0.0,2039374.0
179.0,0.0,2040372.5
179.0,0.0,2041370.0
179.0,0.0,2042368.5
179.0,0.0,2043367.0
179.0,0.0,2044365.0
179.0,0.0,2045363.0
179.0,0.0,2046361.0
179.0,0.0,2047359.5
179.0,0.0,2048358.0
179.0,0.0,2049356.0
179.0,0.0,2050353.5
179.0,0.0,2052350.0
179.0,0.0,2053349.5
179.0,0.0,2055346.5
179.0,-1.002004008015528,2056344.5
178.0,1.0015022533803766,2057342.5
179.0,-1.0,2058341.0
178.0,0.0,2059341.0
178.0,0.0,2060337.5
178.0,0.0,2061336.0
178.0,0.0,2062334.5
178.0,0.0,2064331.0
178.0,0.0,2065329.0
178.0,0.0,2066327.5
178.0,0.0,2067326.5
178.0,0.0,2068324.5
178.0,0.0,2070320.5
178.0,0.5011275369581577,2072317.5
179.0,0.0,2074313.0
179.0,0.0,2075311.5
179.0,0.0,2076310.0
179.0,0.0,2077308.5
179.0,0.0,2078308.0
179.0,-1.002004008015528,2080304.0
178.0,0.0,2081302.0
178.0,0.0,2082300.5
178.0,0.0,2085296.0
178.0,0.0,2086294.0
178.0,0.0,2087292.5
178.0,-1.002004008015528,2088290.5
177.0,0.0,2089288.5
177.0,0.0,2090287.0
177.0,0.0,2091285.0
177.0,0.0,2092283.5
177.0,0.0,2093281.0
177.0,0.0,2094279.5
177.0,-1.0015022533794644,2095277.5
176.0,0.0,2096276.0
176.0,0.0,2097274.0
176.0,0.0,2098271.5
176.0,0.0,2099270.0
176.0,0.0,2100268.0
176.0,0.0,2101266.0
176.0,0.0,2102265.0
176.0,0.0,2103264.5
176.0,0.0,2106258.5
176.0,0.0,2108255.5
176.0,0.0,2109254.5
176.0,0.3338898163606131,2111251.0
177.0,0.0,2114246.0
177.0,0.0,2115244.5
177.0,0.0,2116242.5
177.0,0.0,2118240.5
177.0,0.0,2119239.0
177.0,1.0015022533803766,2120235.5
178.0,0.0,2121234.0
178.0,0.0,2122232.0
178.0,0.0,2123229.0
178.0,0.0,2124227.5
178.0,0.0,2125226.0
178.0,0.0,2126224.5
178.0,0.0,2127223.0
178.0,0.0,2128221.0
178.0,0.0,2129220.0
178.0,0.0,2131216.0
178.0,1.0020040080164412,2133213.0
179.0,0.0,2134211.0
179.0,0.0,2135209.5
179.0,0.0,2136208.0
179.0,0.0,2140202.0
179.0,0.0,2141199.5
179.0,0.0,2142198.0
179.0,0.0,2143196.5
179.0,0.0,2144195.0
179.0,0.0,2145193.0
179.0,0.0,2148187.0
179.0,0.0,2149186.5
179.0,0.0,2152181.5
179.0,0.0,2153179.5
179.0,0.0,2154177.5
179.0,0.0,2155176.0
179.0,0.0,2156174.0
179.0,0.0,2157172.5
179.0,0.0,2158171.0
179.0,0.0,2159169.5
179.0,0.0,2160167.5
179.0,0.0,2161166.0
179.0,0.0,2162163.5
179.0,0.0,2164161.0
179.0,0.0,2165159.0
179.0,0.5008765339343358,2166157.5
180.0,0.0,2168154.0
180.0,0.0,2169152.5
180.0,0.0,2171148.0
180.0,0.0,2172145.5
180.0,0.0,2173144.0
180.0,0.0,2174142.5
180.0,0.0,2175140.5
180.0,1.0020040080164412,2176140.0
181.0,0.0,2177138.0
181.0,0.0,2178136.5
181.0,0.0,2179135.5
181.0,0.0,2180133.5
181.0,0.0,2181131.5
181.0,0.0,2183127.5
181.0,0.0,2185124.0
181.0,0.0,2186122.5
181.0,0.0,2187120.5
181.0,0.0,2188119.0
181.0,0.0,2189116.5
181.0,0.0,2190115.5
181.0,0.0,2191114.0
181.0,0.0,2192111.5
181.0,0.0,2193109.5
181.0,0.0,2194108.0
181.0,0.0,2196104.0
181.0,0.0,2197102.5
181.0,0.0,2198101.0
181.0,-0.5003752814609446,2199099.0
180.0,0.0,2201097.5
180.0,0.0,2202095.5
180.0,0.0,2203093.5
180.0,0.0,2204092.5
180.0,0.0,2205090.0
180.0,0.0,2206089.0
180.0,0.0,2207086.5
180.0,0.0,2208084.5
180.0,0.0,2209083.5
180.0,0.0,2210081.0
180.0,0.0,2211080.5
180.0,0.0,2212077.0
180.0,0.0,2213075.0
180.0,0.0,2214074.0
180.0,0.0,2215071.5
180.0,0.0,2216069.5
180.0,0.0,2218066.0
180.0,0.0,2219064.0
180.0,0.0,2220062.0
180.0,0.0,2221060.0
180.0,0.0,2222058.5
180.0,0.0,2223056.0
180.0,0.0,2224055.0
180.0,0.0,2225054.5
180.0,0.0,2226052.0
180.0,0.0,2227050.5
180.0,0.0,2228049.0
180.0,0.0,2229047.0
180.0,0.0,2230045.5
180.0,0.0,2231043.5
180.0,0.0,2232042.0
180.0,0.0,2234038.0
180.0,0.0,2235037.0
180.0,0.0,2237033.0
180.0,0.0,2238031.0
180.0,0.0,2239030.5
180.0,0.0,2240028.5
180.0,0.0,2241026.0
180.0,0.0,2242025.0
180.0,0.0,2243023.0
180.0,0.0,2244021.0
180.0,0.0,2245019.0
180.0,0.0,2246017.0
180.0,0.0,2247015.0
180.0,0.0,2248013.5
180.0,0.0,2250010.5
180.0,0.0,2251009.0
180.0,0.0,2252007.0
180.0,0.0,2253006.0
180.0,0.0,2254003.5
180.0,0.0,2255001.5
180.0,0.0,2256000.0
180.0,0.0,2256998.5
180.0,0.0,2257997.0
180.0,0.0,2258995.5
180.0,0.0,2259993.0
180.0,0.0,2260991.5
180.0,0.0,2261990.0
180.0,0.0,2262987.5
180.0,0.0,2263986.0
180.0,0.0,2264984.0
180.0,0.0,2265982.0
180.0,0.0,2266980.5
180.0,0.0,2268977.0
180.0,0.0,2269975.0
180.0,0.0,2270972.5
180.0,0.0,2271971.5
180.0,0.0,2272969.5
180.0,-1.002004008015528,2273968.5
179.0,0.0,2274966.5
179.0,0.0,2275964.5
179.0,0.0,2277961.0
179.0,0.0,2278959.5
179.0,0.0,2279957.5
179.0,0.0,2280957.0
179.0,0.0,2282953.5
179.0,-1.0015022533803766,2283952.0
178.0,0.0,2284950.5
178.0,0.0,2285949.0
178.0,0.5008765339343358,2286947.0
179.0,0.0,2288943.5
179.0,0.0,2289943.0
179.0,0.0,2290940.5
179.0,0.0,2291939.0
179.0,0.0,2293935.0
179.0,0.0,2294933.0
179.0,0.0,2295931.5
179.0,0.0,2296930.0
179.0,0.0,2298929.5
179.0,0.0,2299927.0
179.0,0.0,2300925.0
179.0,0.0,2301924.0
179.0,0.0,2302922.0
179.0,0.0,2303920.5
179.0,0.0,2304919.0
179.0,0.0,2305917.0
179.0,0.0,2307914.0
179.0,0.0,2309910.5
179.0,0.0,2310909.0
179.0,0.0,2311907.0
179.0,0.0,2312906.0
179.0,0.0,2315901.0
179.0,0.0,2316899.5
179.0,0.0,2317897.5
179.0,0.0,2318895.0
179.0,0.0,2319893.5
179.0,0.0,2320892.0
179.0,0.0,2321890.5
179.0,0.0,2322889.0
179.0,0.0,2323888.0
179.0,0.0,2324886.0
179.0,0.0,2325884.0
179.0,0.0,2326882.5
179.0,0.0,2327881.0
179.0,0.0,2328879.5
179.0,0.0,2329877.0
179.0,0.0,2331874.5
179.0,0.0,2333869.5
179.0,0.0,2334868.5
179.0,0.0,2335866.5
179.0,1.0015022533803766,2336864.5
180.0,0.0,2337863.0
180.0,0.0,2338861.5
180.0,0.0,2339859.5
180.0,0.0,2341856.0
180.0,0.0,2343851.5
180.0,0.0,2344849.0
180.0,0.0,2346846.5
180.0,0.0,2347845.5
180.0,0.0,2348843.5
180.0,0.0,2349840.5
180.0,0.0,2350839.0
180.0,0.0,2351838.0
180.0,0.0,2352835.5
180.0,-0.5010020040082206,2353834.0
179.0,0.0,2355830.0
179.0,0.0,2356828.5
179.0,0.0,2357827.0
179.0,0.0,2358825.5
179.0,0.0,2359823.5
179.0,0.0,2360821.5
179.0,0.0,2361819.5
179.0,0.0,2362819.0
179.0,0.0,2364814.5
179.0,0.0,2365813.0
179.0,-0.5010020040079923,2366811.0
178.0,0.0,2368807.0
178.0,0.0,2369805.0
178.0,0.0,2370803.5
178.0,0.0,2371803.0
178.0,0.0,2372801.0
178.0,0.0,2373799.0
178.0,0.0,2374797.5
178.0,0.0,2376794.5
178.0,0.0,2377792.5
178.0,0.0,2378791.5
178.0,0.0,2381786.0
178.0,0.0,2382784.0
