altitude(m),velocity(m/s),Time(ms)
7838.0,-29.029029029034948,113828.5
7809.0,-31.108881083787143,114827.5
7778.0,-32.0,115824.0
7746.0,-30.075187969926457,116824.0
7716.0,-25.97402597403249,117821.5
7690.0,-29.04356534801769,118822.5
7661.0,-30.0,119821.0
7631.0,-30.075187969926457,120821.0
7601.0,-28.98550724637386,121818.5
7572.0,-30.090270812442032,122819.0
7542.0,-29.544316474707653,123816.0
7483.0,-28.97102897103624,125813.0
7454.0,-29.644466700049698,126814.0
7158.0,-28.042063094650544,136799.0
7130.0,-32.032032032023984,137797.5
7098.0,-28.056112224447567,138796.5
7070.0,-28.01400700350461,139794.5
7042.0,-30.030030030036155,140794.0
7012.0,-29.581348708945995,141793.0
6953.0,-28.98550724637386,143787.5
6924.0,-29.436795994994547,144788.0
6630.0,-27.01350675336715,154775.5
6603.0,-29.04356534803092,155775.0
6574.0,-29.029029029021736,156773.5
6545.0,-27.02702702703254,157772.5
6518.0,-29.07268170426224,158771.5
6489.0,-28.01400700350461,159769.0
6461.0,-25.050100200399616,160768.5
6436.0,-32.0160080039907,161766.5
6404.0,-28.0,162766.0
6376.0,-28.070175438598028,163766.0
6348.0,-29.08726178536063,164763.5
6319.0,-30.0,165760.5
6289.0,-29.11646586345105,166760.5
6260.0,-30.953569645536312,167756.5
6229.0,-29.04356534801769,168758.0
6200.0,-28.37589717910205,169756.5
6115.0,-28.028028028033745,172752.0
6087.0,-25.01250625311773,173751.0
6062.0,-27.05410821644391,174750.5
6035.0,-26.986506746623935,175748.5
6008.0,-27.040560841257854,176749.0
5981.0,-28.046744574291505,177747.5
5897.0,-27.040560841257854,180742.5
5870.0,-29.029029029034948,181741.0
5841.0,-29.04356534801769,182740.0
5812.0,-27.06766917293381,183738.5
5785.0,-29.029029029034948,184736.0
5756.0,-30.01500750374128,185735.0
5726.0,-29.04356534803092,186734.5
5697.0,-28.056112224447567,187733.0
5669.0,-28.070175438598028,188731.0
5641.0,-26.01300650324244,189728.5
5615.0,-28.01400700350461,190728.0
5587.0,-27.02702702703254,191727.5
5560.0,-24.03605408111809,192726.5
5536.0,-22.9770229770183,193725.0
5513.0,-25.05010020041103,194726.0
5488.0,-29.058116232463554,195724.0
5459.0,-26.986506746623935,196722.0
5432.0,-26.10441767068025,197722.5
5406.0,-27.520640480358217,198718.5
5351.0,-27.01350675337944,200717.0
5324.0,-27.555110220439577,201716.5
5269.0,-26.01300650325428,203712.5
5243.0,-27.040560841270167,204712.0
5216.0,-27.040560841257854,205710.5
5189.0,-27.01350675337944,206709.0
5162.0,-26.0521042084156,207708.5
5136.0,-26.758896878128503,208706.5
4842.0,-26.07823470411643,219693.5
4816.0,-25.02502502501874,220690.5
4791.0,-26.01300650325428,221689.5
4765.0,-28.070175438598028,222689.0
4737.0,-27.054108216431583,223686.5
4710.0,-25.062656641605383,224684.5
4685.0,-25.01250625312911,225682.0
4660.0,-26.01300650324836,226681.5
4608.0,-25.311845579531603,228680.5
4330.0,-25.029200734192045,239663.5
4255.0,-25.037556334498014,242660.0
4230.0,-25.02502502503013,243658.5
4205.0,-24.53066332916212,244657.5
4156.0,-25.02502502501874,246655.0
4131.0,-21.02102102102531,247654.0
4110.0,-29.058116232463554,248653.0
4081.0,-27.01350675337944,249651.0
4054.0,-28.042063094637776,250650.5
4026.0,-26.01300650325428,251649.0
4000.0,-26.03905858787793,252648.5
3974.0,-26.0521042084156,253647.0
3948.0,-25.043826696722498,254645.0
3898.0,-26.065162907269595,256641.5
3872.0,-24.97502497501989,257639.0
3847.0,-24.04809619238363,258640.0
3823.0,-25.037556334498014,259638.0
3798.0,-24.98750624688537,260636.5
3773.0,-25.062656641605383,261637.0
3748.0,-26.0521042084156,262634.5
3722.0,-26.026026026019487,263632.5
3696.0,-26.02602602603133,264631.5
3670.0,-26.0521042084156,265630.5
3644.0,-24.987506246874016,266628.5
3619.0,-25.062656641605383,267629.0
3594.0,-24.48236632536933,268626.5
3325.0,-23.0,279614.0
3302.0,-23.011505752878783,280614.0
3279.0,-22.01100550275362,281613.5
3257.0,-25.050100200399616,282613.0
3232.0,-23.541197094913787,283611.0
3185.0,-22.0,285607.5
3163.0,-24.060150375941166,286607.5
3139.0,-22.01100550275362,287605.0
3117.0,-24.04809619238363,288604.5
3093.0,-26.986506746623935,289602.5
3066.0,-23.046092184367645,290603.0
3043.0,-22.016512384291584,291601.0
2999.0,-25.025025025024437,293599.5
2949.0,-24.072216649953628,295597.5
2925.0,-25.93516209476168,296594.5
2899.0,-23.03455182773817,297597.0
2876.0,-25.037556334498014,298595.5
2851.0,-24.072216649953628,299594.0
2827.0,-23.952095808384364,300591.0
2803.0,-24.0842950326094,301593.0
2779.0,-24.060150375941166,302589.5
2755.0,-23.0,303587.0
2732.0,-23.069207622872227,304587.0
2709.0,-20.968547179234275,305584.0
2688.0,-24.0842950326094,306585.5
2664.0,-22.01100550275362,307582.0
2642.0,-24.012006003003947,308581.5
2618.0,-23.069207622861704,309581.0
2595.0,-23.0,310578.0
2572.0,-25.03755633450941,311578.0
2547.0,-25.01250625311773,312576.5
2522.0,-23.523523523522968,313576.0
2475.0,-23.02302302302772,315574.0
2452.0,-23.046092184367645,316573.0
2429.0,-23.028785982478727,317571.0
2383.0,-22.03304957435825,319568.5
2361.0,-22.0,320567.0
2339.0,-23.046092184367645,321567.0
2316.0,-23.0403205609847,322565.0
2270.0,-21.98900549724913,324561.5
2248.0,-22.851465474417203,325562.0
2225.0,-23.988005996999057,326568.5
2201.0,-23.267577137078007,327569.0
2178.0,-22.79484638255666,328557.5
2155.0,-23.22059565876093,329566.5
2132.0,-22.840119165837724,330557.0
2109.0,-21.212121212116145,331564.0
2088.0,-21.52690863579533,332554.0
2045.0,-20.025031289111936,334551.5
2005.0,-20.885131775241263,336549.0
1984.0,-22.18860312657394,337554.5
1962.0,-24.850894632210263,338546.0
1937.0,-23.12719959778217,339552.0
1914.0,-21.96704942586448,340546.5
1892.0,-21.97253433208429,341548.0
1848.0,-23.23232323231768,343550.5
1825.0,-20.895522388066887,344540.5
1804.0,-20.110608345897536,345545.5
1784.0,-18.7007874015734,346540.0
1765.0,-23.469387755101604,347556.0
1742.0,-22.055137844612734,348536.0
1720.0,-22.01100550275362,349533.5
1698.0,-23.046092184367645,350533.0
1675.0,-20.97902097902624,351531.0
1654.0,-22.05513784460268,352532.0
1632.0,-22.044088176361704,353529.5
1610.0,-21.98900549724913,354527.5
1588.0,-22.04408817635166,355528.0
1566.0,-22.02202202201649,356526.0
1544.0,-22.044088176361704,357525.0
1522.0,-23.011505752868317,358523.0
1499.0,-21.031547320987908,359522.5
1478.0,-22.055137844612734,360521.0
1456.0,-22.0,361518.5
1434.0,-22.02202202201649,362518.5
1412.0,-21.04208416833568,363517.5
1391.0,-22.0,364515.5
1369.0,-22.01100550275362,365515.5
1347.0,-21.03154732097833,366515.0
1326.0,-20.04008016032426,367513.5
1286.0,-22.014676450966963,369509.5
1220.0,-22.6969292389846,372507.5
1152.0,-23.529411764706524,375503.5
1105.0,-20.02002002001499,377501.0
1085.0,-22.022022022026512,378500.0
1063.0,-22.23970251716259,379499.0
752.0,-25.02502502501874,393483.0
727.0,-22.04408817635166,394482.0
705.0,-20.0,395480.0
685.0,-19.0190190190229,396480.0
666.0,-18.04511278195588,397479.0
648.0,-22.011005502748613,398476.5
604.0,-24.060150375941166,400475.5
580.0,-21.516137102825518,401473.0
537.0,-9.009009009010846,403471.5
528.0,-6.0060060060072304,404470.5
522.0,-5.002501250623546,405469.5
517.0,-6.0060060060072304,406469.0
511.0,-6.0,407468.0
505.0,-5.511022044087915,408468.0
494.0,-4.997501249374803,410464.0
489.0,-5.012531328321076,411464.5
484.0,-6.0060060060072304,412462.0
478.0,-6.006006006004497,413461.0
472.0,-5.002501250625823,414460.0
467.0,-5.506883604505783,415459.5
456.0,-5.012531328321076,417457.0
451.0,-7.0,418454.5
444.0,-7.010515773659444,419454.5
437.0,-5.010020040079923,420453.0
432.0,-5.99700149925249,421451.0
426.0,-5.005005005003747,422451.5
421.0,-6.0,423450.5
415.0,-5.0050050050060255,424450.5
410.0,-5.002501250623546,425449.5
405.0,-5.0050050050060255,426449.0
400.0,-7.010515773659444,427448.0
393.0,-6.015037593985292,428446.5
387.0,-7.010515773659444,429444.0
380.0,-6.003001500750987,430442.5
374.0,-7.0,431442.0
367.0,-7.007007007008436,432442.0
360.0,-6.009013520279523,433441.0
354.0,-7.017543859649507,434439.5
347.0,-6.0060060060072304,435437.0
341.0,-7.014028056111892,436436.0
327.0,-6.989515726408252,438432.0
320.0,-7.007007007008436,439433.5
313.0,-6.989515726411425,440432.5
306.0,-7.513148009015039,441434.0
291.0,-6.506506506506352,443430.5
278.0,-7.007007007008436,445428.5
271.0,-8.024072216647548,446427.5
263.0,-7.0,447424.5
256.0,-8.008008008009641,448424.5
248.0,-7.010515773659444,449423.5
241.0,-7.010515773662636,450422.0
234.0,-7.003501750872965,451420.5
227.0,-7.007007007008436,452420.0
220.0,-7.021063189569808,453419.0
213.0,-7.0,454416.0
206.0,-8.0,455416.0
198.0,-7.021063189566605,456416.0
191.0,-6.0,457413.0
185.0,-1.00162764492299,458413.0
181.0,0.0,462406.5
181.0,0.0,463407.5
181.0,0.0,464406.0
181.0,0.0,465405.0
181.0,0.0,466404.0
181.0,0.0,467401.5
181.0,-1.0005002501251643,468401.5
180.0,0.0,469401.0
180.0,0.0,470399.5
180.0,0.0,471398.5
180.0,0.0,472398.0
180.0,0.0,473397.0
180.0,0.0,474395.5
180.0,0.0,475394.5
180.0,0.0,476393.5
180.0,0.0,478391.5
180.0,0.0,479392.5
180.0,-1.0015022533803766,481388.5
179.0,0.0,482387.0
179.0,0.0,484383.5
179.0,0.0,485383.0
179.0,0.0,486382.0
179.0,0.0,487381.5
179.0,0.0,488380.5
179.0,1.0010010010012051,489379.5
180.0,0.0,490378.5
180.0,0.0,491377.5
180.0,0.0,493376.0
180.0,0.0,494375.0
180.0,0.0,495374.0
180.0,0.0,496373.0
180.0,0.0,497371.5
180.0,0.0,498370.5
180.0,0.0,499369.5
180.0,0.0,500369.0
180.0,0.0,503365.5
180.0,0.0,504364.5
180.0,0.5006257822277984,505363.5
181.0,0.0,507361.0
181.0,0.0,508360.0
181.0,0.0,509359.0
181.0,0.0,510357.0
181.0,0.0,511357.0
181.0,0.0,512357.5
181.0,0.0,513356.0
181.0,0.0,514355.5
181.0,0.0,515353.5
181.0,-1.0,516352.0
180.0,0.0,517352.0
180.0,0.0,518350.0
180.0,0.0,519349.5
180.0,0.0,520347.5
180.0,0.0,521346.5
180.0,0.0,522346.0
180.0,0.0,524343.0
180.0,0.0,525342.0
180.0,0.0,526340.5
180.0,0.0,527340.5
180.0,0.0,528338.5
180.0,0.0,529338.5
180.0,0.0,530336.5
180.0,0.0,531336.0
180.0,0.0,532333.5
180.0,0.0,533332.0
180.0,0.0,534332.0
180.0,0.0,535331.5
180.0,0.0,536330.5
180.0,0.0,538329.0
180.0,0.0,539328.5
180.0,-0.5003752814610585,541326.5
179.0,0.0,543325.0
179.0,0.0,544324.0
179.0,0.0,545323.0
179.0,0.0,546322.0
179.0,0.0,547321.0
179.0,0.0,548319.5
179.0,0.0,549319.5
179.0,0.0,550318.0
179.0,0.0,551317.0
179.0,0.0,552316.0
179.0,0.0,553314.5
179.0,0.0,554313.5
179.0,0.0,555312.5
179.0,0.0,556310.5
179.0,0.0,557309.5
179.0,0.0,558308.0
179.0,0.0,559307.0
179.0,0.0,560305.0
179.0,0.0,562304.5
179.0,0.0,564302.0
179.0,0.0,565301.5
179.0,0.0,566300.0
179.0,0.0,567298.5
179.0,0.0,568298.0
179.0,0.0,569296.5
179.0,0.0,571294.5
179.0,1.0010010010007495,574291.0
180.0,0.0,575290.0
180.0,0.0,576288.5
180.0,0.0,577287.5
180.0,0.0,578286.5
180.0,0.0,579286.0
180.0,0.0,580284.0
180.0,0.0,581283.0
180.0,0.0,583280.5
180.0,0.0,584279.0
180.0,0.0,585278.5
180.0,-0.3336113427856101,586277.5
179.0,0.0,589275.0
179.0,0.0,590273.5
179.0,0.0,591273.0
179.0,0.5003752814610585,592271.0
180.0,0.0,594269.5
180.0,0.0,595268.0
180.0,0.0,596267.0
180.0,0.0,597267.0
180.0,0.0,598265.5
180.0,0.0,599265.0
180.0,0.0,600264.0
180.0,0.0,601263.0
180.0,0.0,602262.0
180.0,0.0,603261.0
180.0,0.0,605259.0
180.0,0.0,606258.0
180.0,0.0,608255.0
180.0,0.0,609254.5
180.0,-1.0015022533799205,610254.0
179.0,0.0,611252.5
179.0,0.0,612252.0
179.0,0.0,614250.0
179.0,-1.0005002501251643,615249.0
178.0,0.0,616248.5
178.0,0.0,617247.0
178.0,-1.0015022533803766,618246.0
177.0,0.0,619244.5
177.0,0.0,620243.5
177.0,0.0,621248.0
177.0,-1.0010010010012051,622241.0
176.0,0.0,623240.0
176.0,0.0,624239.5
176.0,0.0,625238.0
176.0,0.0,626237.0
176.0,0.0,627236.0
176.0,-1.0010010010012051,628234.5
175.0,0.0,629233.5
175.0,0.0,631230.5
175.0,0.0,632229.5
175.0,0.0,633228.0
175.0,0.0,635227.5
175.0,0.0,636227.0
175.0,0.0,637225.0
175.0,0.0,638224.5
175.0,0.0,640222.5
175.0,1.0010010010012051,641221.5
176.0,0.0,642220.5
176.0,0.5003752814611724,643219.0
177.0,0.0,645217.5
177.0,0.0,646217.0
177.0,0.0,647215.5
177.0,0.0,648214.0
177.0,0.0,649213.5
177.0,1.0010010010007495,650213.0
178.0,0.0,651212.0
178.0,0.0,653209.0
178.0,0.0,654208.0
178.0,0.0,655207.0
178.0,1.0,657204.5
179.0,0.0,658204.5
179.0,0.0,659204.0
179.0,0.0,661202.0
179.0,0.0,662200.5
179.0,0.0,663199.5
179.0,0.0,664198.5
179.0,0.0,665197.0
179.0,0.0,666196.5
179.0,1.0015022533799205,667195.5
180.0,0.0,668194.0
180.0,0.0,669192.5
180.0,0.0,671191.0
180.0,0.0,672189.5
180.0,0.0,674187.0
180.0,0.0,675186.5
180.0,0.0,676185.5
180.0,-1.0015022533799205,677184.0
179.0,0.0,678182.5
179.0,0.0,679181.0
179.0,0.0,681178.5
179.0,0.0,682177.0
179.0,0.0,683177.0
179.0,0.0,684175.0
179.0,-1.0010010010012051,685174.5
178.0,0.0,686173.5
178.0,0.0,687172.5
178.0,0.0,688171.0
178.0,0.0,689169.5
178.0,0.0,691167.0
178.0,0.0,693165.0
178.0,0.0,694163.5
178.0,0.0,697160.0
178.0,0.0,698159.0
178.0,0.0,699157.5
178.0,0.0,700156.5
178.0,0.0,701155.0
178.0,0.0,702154.0
178.0,0.0,703153.0
178.0,0.0,705150.0
178.0,0.0,706149.0
178.0,0.0,707147.5
178.0,0.0,708147.5
178.0,0.0,709147.0
178.0,0.0,710145.5
178.0,0.0,711144.5
178.0,0.0,712143.5
178.0,0.0,713141.5
178.0,0.0,714140.5
178.0,0.0,715139.0
178.0,0.0,716138.5
178.0,0.0,718136.0
178.0,0.0,719134.0
178.0,0.0,720133.0
178.0,0.0,722130.5
178.0,0.0,723129.5
178.0,0.0,724128.0
178.0,0.0,725127.0
178.0,0.0,726126.5
178.0,0.0,727125.0
178.0,0.0,728122.5
178.0,0.0,729121.0
178.0,0.0,730120.5
178.0,0.0,731120.0
178.0,0.0,732118.5
178.0,0.0,733117.5
178.0,0.0,734116.5
178.0,0.0,735115.0
178.0,0.0,736114.0
178.0,0.0,737113.0
178.0,0.0,739110.5
178.0,0.0,741109.5
178.0,0.0,742107.5
178.0,0.0,743106.0
178.0,0.0,744105.0
178.0,0.0,745104.5
178.0,0.0,747102.0
178.0,0.0,748100.5
178.0,0.0,749099.5
178.0,0.0,750098.5
178.0,0.0,751097.0
178.0,0.0,752096.0
178.0,0.0,753094.5
178.0,0.0,754093.5
178.0,-0.9995002498749608,756090.5
177.0,0.0,757091.0
177.0,0.0,758090.0
177.0,0.0,760087.5
177.0,0.0,761087.0
177.0,0.0,762086.0
177.0,-1.0010010010012051,763085.0
176.0,0.0,764084.0
176.0,0.0,765083.5
176.0,0.0,766082.5
176.0,0.0,767081.5
176.0,0.0,769079.5
176.0,0.0,770078.5
176.0,0.0,771078.0
176.0,0.0,773075.5
176.0,0.0,774074.5
176.0,0.0,775073.5
176.0,0.0,776072.5
176.0,0.0,777071.0
176.0,1.0,778069.0
177.0,0.0,779069.0
177.0,0.0,780067.5
177.0,0.0,782066.5
177.0,0.0,783065.0
177.0,0.0,784064.0
177.0,1.0,785063.0
178.0,0.0,786063.0
178.0,0.0,788059.5
178.0,0.0,789059.0
178.0,0.0,790058.0
178.0,0.0,791056.5
178.0,1.0015022533803766,792056.0
179.0,0.0,793054.5
179.0,0.0,794053.5
179.0,0.0,795052.5
179.0,0.0,797050.0
179.0,0.0,798050.0
179.0,0.0,799047.5
179.0,0.0,800046.5
179.0,0.0,801046.0
179.0,0.0,802043.0
179.0,0.0,803042.0
179.0,0.0,804041.5
179.0,0.0,805040.5
179.0,0.0,806040.5
179.0,0.0,807040.0
179.0,0.0,808038.5
179.0,0.0,809037.0
179.0,0.0,810036.5
179.0,0.0,811035.5
179.0,0.0,812034.0
179.0,0.0,813033.5
179.0,0.0,814032.0
179.0,0.0,815031.5
179.0,0.0,817029.5
179.0,-1.0010010010007495,818027.5
178.0,0.0,819026.5
178.0,0.0,820025.5
178.0,0.0,821024.5
178.0,0.0,822024.0
178.0,0.0,823022.5
178.0,0.0,825021.0
178.0,0.0,826019.5
178.0,-0.5006257822276844,827018.5
177.0,0.0,829016.0
177.0,0.0,830015.5
177.0,0.0,831014.5
177.0,0.0,832014.0
177.0,0.0,833012.5
177.0,0.0,834012.0
177.0,0.0,836009.5
177.0,0.0,837008.5
177.0,0.0,839006.5
177.0,0.0,840005.5
177.0,0.0,841005.0
177.0,0.0,842003.5
177.0,0.0,843002.5
177.0,0.0,853990.0
177.0,0.0,854989.5
177.0,0.0,855988.0
177.0,0.0,856988.0
177.0,0.0,857986.5
177.0,0.0,858985.0
177.0,0.0,860983.5
177.0,0.0,861982.0
177.0,0.0,862980.5
177.0,0.0,863979.0
177.0,0.3337226764558433,865977.0
178.0,0.0,868973.5
178.0,0.0,869972.0
178.0,0.0,870971.5
178.0,0.0,871970.0
178.0,0.0,872969.0
178.0,1.0010010010012051,874966.0
179.0,0.0,875965.0
179.0,0.0,876963.5
179.0,0.0,877961.5
179.0,0.0,878962.0
179.0,0.0,879961.0
179.0,0.0,880960.0
179.0,0.0,881959.0
179.0,0.0,882957.5
179.0,0.0,883956.5
179.0,0.0,884955.5
179.0,0.0,885955.0
179.0,0.0,886953.0
179.0,0.0,887952.0
179.0,0.0,888951.0
179.0,0.0,890948.0
179.0,1.0010010010007495,891947.5
180.0,0.0,892946.5
180.0,0.0,893945.0
180.0,0.0,894944.0
180.0,0.0,895943.5
180.0,0.0,896941.5
180.0,0.0,897940.5
180.0,0.0,898938.5
180.0,0.0,900935.5
180.0,0.0,901934.5
180.0,-1.0,902933.5
179.0,0.0,903933.5
179.0,0.0,904932.0
179.0,0.0,905931.0
179.0,0.0,906929.5
179.0,0.0,907928.5
179.0,0.0,910924.5
179.0,0.0,911923.5
179.0,0.0,912921.5
179.0,0.0,913921.0
179.0,0.0,914920.0
179.0,0.0,916917.5
179.0,-1.0010010010012051,917917.0
178.0,0.0,918916.0
178.0,0.0,920915.0
178.0,0.0,921913.0
178.0,0.0,922911.5
178.0,0.0,923909.5
178.0,0.0,925907.5
178.0,-1.0,926906.0
177.0,0.0,927906.0
177.0,0.0,928905.0
177.0,0.0,930903.0
177.0,0.0,932900.5
177.0,0.0,933899.5
177.0,0.0,934899.5
177.0,0.0,935897.0
177.0,0.0,936896.0
177.0,0.0,937895.0
177.0,0.0,938893.5
177.0,0.0,939892.5
177.0,-1.0010010010007495,940891.5
176.0,0.0,941890.5
176.0,0.0,942889.0
176.0,0.0,943888.0
176.0,-1.0015022533799205,945885.5
175.0,0.0,946884.0
175.0,0.0,947883.0
175.0,0.0,948881.0
175.0,0.0,950879.5
175.0,0.0,951878.0
175.0,0.0,952877.5
175.0,0.0,953876.5
175.0,0.0,954875.0
175.0,0.0,955875.0
175.0,0.0,956873.5
175.0,0.0,957872.5
175.0,0.0,958871.5
175.0,0.0,959871.5
175.0,0.0,960869.5
175.0,0.0,961868.0
175.0,0.0,963866.0
175.0,0.0,964865.0
175.0,0.0,965864.0
175.0,0.0,966862.5
175.0,0.0,967861.0
175.0,0.0,968860.5
175.0,0.0,969859.0
175.0,0.0,971857.0
175.0,0.0,972855.0
175.0,0.0,973854.0
175.0,0.0,975851.5
175.0,1.0,976851.0
176.0,0.0,977851.0
176.0,0.0,978849.0
176.0,0.0,979848.0
176.0,0.0,980847.5
176.0,0.0,981845.5
176.0,0.0,982845.0
176.0,0.0,983844.5
176.0,0.0,984843.0
176.0,1.0015022533803766,985841.5
177.0,0.0,986840.0
177.0,0.0,987839.5
177.0,0.0,988837.5
177.0,0.0,989836.5
177.0,0.0,990835.5
177.0,0.0,992833.5
177.0,0.3337783711615382,993832.0
178.0,0.0,996828.0
178.0,0.0,997826.0
178.0,0.0,998825.0
178.0,0.0,999824.0
178.0,0.0,1000823.0
178.0,0.0,1001822.5
178.0,0.0,1002821.5
178.0,0.0,1003820.5
178.0,0.0,1004819.0
178.0,0.0,1005818.5
178.0,1.0010010010012051,1006816.5
179.0,0.0,1007815.5
179.0,0.0,1008814.5
179.0,0.0,1010811.5
179.0,0.0,1012809.0
179.0,0.0,1014807.0
179.0,0.0,1015805.5
179.0,0.0,1016804.0
179.0,0.0,1017803.0
179.0,0.0,1018801.5
179.0,0.0,1019800.0
179.0,0.0,1020798.5
179.0,0.0,1022795.0
179.0,0.0,1023793.5
179.0,0.0,1024791.5
179.0,0.0,1025792.5
179.0,0.0,1027789.0
179.0,0.0,1028788.0
179.0,0.0,1029787.0
179.0,0.0,1030785.5
179.0,0.0,1031784.5
179.0,0.0,1033782.0
179.0,0.0,1034781.0
179.0,0.0,1035779.5
179.0,0.0,1036778.5
179.0,0.0,1037778.0
179.0,0.0,1038776.0
179.0,0.0,1039774.5
179.0,0.0,1040774.0
179.0,-1.0010010010007495,1042771.0
178.0,0.0,1043770.0
178.0,0.0,1044768.0
178.0,0.0,1045766.5
178.0,0.0,1046765.0
178.0,0.0,1047763.5
178.0,-1.0005002501247091,1048762.0
177.0,0.0,1049761.5
177.0,0.0,1050760.5
177.0,0.0,1051759.5
177.0,-0.5003752814610585,1052758.5
176.0,0.0,1054757.0
176.0,0.0,1055755.0
176.0,0.0,1056754.0
176.0,0.0,1057752.5
176.0,0.0,1058751.0
176.0,0.0,1059749.5
176.0,0.0,1060749.5
176.0,0.0,1064743.0
176.0,0.0,1065742.0
176.0,0.0,1066740.5
176.0,0.0,1067739.5
176.0,0.0,1068738.0
176.0,0.0,1069737.0
176.0,0.0,1070735.0
176.0,0.0,1071734.0
176.0,0.0,1072731.5
176.0,0.0,1074731.0
176.0,0.0,1075730.5
176.0,0.0,1076729.0
176.0,0.0,1077728.5
176.0,0.0,1078726.5
176.0,0.0,1079725.5
176.0,1.0020040080159849,1080724.5
177.0,0.0,1081722.5
177.0,0.0,1082722.0
177.0,0.0,1083721.0
177.0,0.0,1084720.5
177.0,0.0,1085719.5
177.0,0.0,1086717.5
177.0,0.0,1087717.0
177.0,0.0,1088715.5
177.0,0.0,1089714.5
177.0,0.0,1090713.0
177.0,0.0,1091712.5
177.0,0.0,1093710.0
177.0,0.0,1094707.5
177.0,0.0,1096704.5
177.0,0.0,1098703.0
177.0,0.0,1099703.0
177.0,0.0,1100703.5
177.0,0.0,1101700.5
177.0,0.0,1102698.5
177.0,0.0,1103697.5
177.0,0.0,1104696.5
177.0,0.0,1105695.5
177.0,1.0010010010007495,1107693.0
178.0,0.0,1108692.0
178.0,0.0,1109691.0
178.0,0.0,1111688.5
178.0,0.0,1112688.0
178.0,0.0,1113686.0
178.0,0.0,1114685.5
178.0,0.0,1115684.0
178.0,0.0,1116683.0
178.0,0.0,1117682.5
178.0,0.0,1118680.5
178.0,0.0,1119678.5
178.0,0.0,1120677.0
178.0,0.0,1121677.5
178.0,0.0,1122675.5
178.0,0.0,1123675.0
178.0,0.0,1124674.0
178.0,0.0,1125672.5
178.0,0.0,1126671.0
178.0,0.0,1127670.5
178.0,-1.0015022533799205,1128669.0
177.0,0.0,1129667.5
177.0,0.0,1130666.5
177.0,0.0,1131665.0
177.0,0.0,1132664.0
177.0,0.0,1133662.5
177.0,0.0,1134661.0
177.0,0.0,1135660.0
177.0,0.0,1136659.5
177.0,-0.5010020040079923,1137658.0
176.0,0.0,1139654.0
176.0,0.0,1140653.0
176.0,0.0,1141652.0
176.0,0.0,1142651.0
176.0,0.0,1143649.0
176.0,0.0,1144647.5
176.0,0.0,1145647.0
176.0,0.0,1146645.5
176.0,0.0,1147643.0
176.0,0.0,1148644.0
176.0,0.0,1149642.0
176.0,0.0,1150641.0
176.0,0.0,1151640.0
176.0,0.5006257822277984,1152638.0
177.0,0.0,1154635.5
177.0,0.0,1155634.5
177.0,0.0,1156633.0
177.0,0.0,1158630.5
177.0,0.0,1159629.5
177.0,0.0,1160629.5
177.0,0.0,1161627.5
177.0,0.0,1162626.5
177.0,0.0,1163625.5
177.0,1.0010010010007495,1164623.5
178.0,0.0,1165622.5
178.0,0.0,1166621.0
178.0,0.0,1167620.0
178.0,0.0,1168617.5
178.0,1.0010010010007495,1169617.0
179.0,0.0,1170616.0
179.0,0.0,1171614.0
179.0,0.0,1172614.5
179.0,0.0,1173613.0
179.0,0.0,1174612.0
179.0,0.0,1175611.0
179.0,0.0,1177608.5
179.0,0.0,1178607.5
179.0,0.0,1179606.0
179.0,0.0,1180605.5
179.0,0.0,1181604.0
179.0,-1.0015022533799205,1183601.5
178.0,0.0,1184600.0
178.0,0.0,1185599.0
178.0,0.0,1186598.0
178.0,0.0,1187596.5
178.0,0.0,1188595.5
178.0,0.0,1189594.5
178.0,0.0,1190593.5
178.0,0.0,1193589.5
178.0,0.0,1195586.5
178.0,0.0,1196587.0
178.0,0.0,1197586.0
178.0,0.0,1198585.0
178.0,0.0,1199584.0
178.0,0.0,1200583.0
178.0,0.0,1201581.0
178.0,0.0,1202580.0
178.0,0.0,1203578.5
178.0,0.0,1204577.0
178.0,0.0,1205576.5
178.0,0.0,1206574.5
178.0,0.0,1207573.0
178.0,0.0,1208571.5
178.0,0.0,1209570.5
178.0,0.0,1210569.5
178.0,-0.5006257822277984,1211567.5
177.0,0.0,1213565.0
177.0,0.0,1214563.5
177.0,0.0,1215562.5
177.0,0.0,1216561.0
177.0,0.0,1217559.0
177.0,0.0,1218557.0
177.0,0.0,1219556.0
177.0,0.0,1220558.5
177.0,0.0,1221554.0
177.0,-1.0015022533799205,1222552.5
176.0,1.0015022533799205,1223551.0
177.0,-0.5007511266900743,1224549.5
176.0,0.0,1226546.5
176.0,0.0,1228543.5
176.0,0.0,1229542.0
176.0,0.0,1230540.5
176.0,1.0015022533799205,1231539.5
177.0,0.0,1232538.0
177.0,0.0,1233536.5
177.0,0.0,1234535.0
177.0,0.0,1235533.5
177.0,0.0,1236532.0
177.0,0.0,1237530.5
177.0,0.0,1238529.0
177.0,0.0,1239528.5
177.0,0.0,1240526.0
177.0,0.0,1241524.5
177.0,0.0,1242522.5
177.0,0.0,1243520.5
177.0,0.0,1244520.0
177.0,0.0,1245518.5
177.0,0.0,1246518.0
177.0,0.0,1247517.0
177.0,0.0,1248515.0
177.0,0.0,1249514.0
177.0,0.0,1250512.5
177.0,0.0,1252509.0
177.0,0.0,1253508.0
177.0,0.0,1254506.0
177.0,0.0,1255504.5
177.0,0.0,1256503.0
177.0,0.0,1257501.0
